,ticker,expiration,dte,put_iv,call_iv,skew,skew_direction
SPY_2026-01-16,SPY,2026-01-16,247,0.18412833702087403,0.179070099029541,0.005058237991333037,Downside
SPY_2026-03-20,SPY,2026-03-20,310,0.1808960491943359,0.18906704902648927,-0.008170999832153358,Upside
SPY_2026-03-31,SPY,2026-03-31,321,0.17767139068603513,0.1920602848815918,-0.014388894195556667,Upside
SPY_2026-06-18,SPY,2026-06-18,400,0.1760972080230713,0.1986164123535156,-0.022519204330444298,Upside
SPY_2026-12-18,SPY,2026-12-18,583,0.1774475973510742,0.21962119701385496,-0.04217359966278075,Upside
SPY_2027-01-15,SPY,2027-01-15,611,0.17480531013488773,0.2206460687637329,-0.04584075862884518,Upside
SPY_2027-12-17,SPY,2027-12-17,947,0.16633549533843997,0.2391052042388916,-0.07276970890045162,Upside
QQQ_2025-05-14,QQQ,2025-05-14,0,0.32487654296874996,0.36003244140624996,-0.0351558984375,Upside
QQQ_2025-05-15,QQQ,2025-05-15,1,0.304368935546875,0.2996489306640624,0.004720004882812601,Downside
QQQ_2025-05-16,QQQ,2025-05-16,2,0.2928944409179687,0.26758544921875,0.025308991699218686,Downside
QQQ_2025-05-19,QQQ,2025-05-19,5,0.24634542724609376,0.22909299560546878,0.017252431640624982,Downside
QQQ_2025-05-20,QQQ,2025-05-20,6,0.2491937060546875,0.22364057617187497,0.025553129882812525,Downside
QQQ_2025-05-21,QQQ,2025-05-21,7,0.25065853515625003,0.21839160522460935,0.03226692993164068,Downside
QQQ_2025-05-22,QQQ,2025-05-22,8,0.25456474609375,0.21936815795898434,0.03519658813476567,Downside
QQQ_2025-05-23,QQQ,2025-05-23,9,0.25232681274414065,0.21078263183593748,0.041544180908203165,Downside
QQQ_2025-05-30,QQQ,2025-05-30,16,0.2425409405517578,0.1902139898681641,0.05232695068359369,Downside
QQQ_2025-06-06,QQQ,2025-06-06,23,0.23655955505371093,0.1868977795410156,0.04966177551269532,Downside
QQQ_2025-06-13,QQQ,2025-06-13,30,0.23087316986083983,0.18559570922851557,0.04527746063232427,Downside
QQQ_2025-06-20,QQQ,2025-06-20,37,0.22929644409179684,0.18617553741455076,0.04312090667724608,Downside
QQQ_2025-06-27,QQQ,2025-06-27,44,0.2253393710327148,0.1826660510253906,0.04267332000732421,Downside
QQQ_2025-06-30,QQQ,2025-06-30,47,0.22180953979492188,0.18009242767333986,0.04171711212158202,Downside
QQQ_2025-07-18,QQQ,2025-07-18,65,0.22957109954833985,0.18880002288818357,0.04077107666015628,Downside
QQQ_2025-07-31,QQQ,2025-07-31,78,0.22227238510131833,0.19473054626464845,0.027541838836669885,Downside
QQQ_2025-08-15,QQQ,2025-08-15,93,0.22786213226318355,0.20122563919067382,0.02663649307250973,Downside
QQQ_2025-08-29,QQQ,2025-08-29,107,0.22885902984619141,0.20832599136352536,0.02053303848266605,Downside
QQQ_2025-09-19,QQQ,2025-09-19,128,0.22456118057250976,0.21287815124511714,0.011683029327392624,Downside
QQQ_2025-09-30,QQQ,2025-09-30,139,0.21783212188720702,0.21670298278808595,0.0011291390991210737,Downside
QQQ_2025-11-21,QQQ,2025-11-21,191,0.2209194526672363,0.22959653060913085,-0.00867707794189454,Upside
QQQ_2025-12-19,QQQ,2025-12-19,219,0.369319864807129,0.23785653915405272,0.13146332565307625,Downside
QQQ_2025-12-31,QQQ,2025-12-31,231,0.2119524606323242,0.23758696990966796,-0.02563450927734376,Upside
QQQ_2026-01-16,QQQ,2026-01-16,247,0.14588002159118652,0.16429465270996094,-0.01841463111877442,Upside
QQQ_2026-03-20,QQQ,2026-03-20,310,0.21025366577148438,0.25059495750427246,-0.04034129173278808,Upside
QQQ_2026-03-31,QQQ,2026-03-31,321,0.2121406504821777,0.2519504330444336,-0.039809782562255897,Upside
QQQ_2026-06-18,QQQ,2026-06-18,400,0.20816577568054195,0.18232018859863278,0.025845587081909177,Downside
QQQ_2026-09-18,QQQ,2026-09-18,492,0.2031304256439209,0.2738694643402099,-0.07073903869628903,Upside
QQQ_2026-12-18,QQQ,2026-12-18,583,0.1969023588562012,0.27857166748046874,-0.08166930862426755,Upside
QQQ_2027-01-15,QQQ,2027-01-15,611,0.19974555145263673,0.27821563262939447,-0.07847008117675774,Upside
QQQ_2027-06-17,QQQ,2027-06-17,764,0.20375094352722167,0.2897867652893065,-0.08603582176208485,Upside
QQQ_2027-12-17,QQQ,2027-12-17,947,0.19104812866210938,0.29360905372619617,-0.10256092506408679,Upside
IWM_2025-05-14,IWM,2025-05-14,0,0.372402109375,0.39779248046875,-0.025390371093749975,Upside
IWM_2025-05-15,IWM,2025-05-15,1,0.33529310546874996,0.33529310546874996,0.0,Upside
IWM_2025-05-16,IWM,2025-05-16,2,0.318691708984375,0.30762411132812495,0.011067597656250039,Downside
IWM_2025-05-19,IWM,2025-05-19,5,0.259447509765625,0.26612062011718746,-0.0066731103515624834,Upside
IWM_2025-05-20,IWM,2025-05-20,6,0.258145439453125,0.26221440917968747,-0.004068969726562455,Upside
IWM_2025-05-21,IWM,2025-05-21,7,0.2565178515625,0.256843369140625,-0.0003255175781249897,Upside
IWM_2025-05-22,IWM,2025-05-22,8,0.2573316455078125,0.23731231445312498,0.020019331054687534,Downside
IWM_2025-05-23,IWM,2025-05-23,9,0.25619233398437496,0.2306392041015625,0.02555312988281247,Downside
IWM_2025-05-30,IWM,2025-05-30,16,0.2409336975097656,0.22494264648437498,0.015991051025390612,Downside
IWM_2025-06-06,IWM,2025-06-06,23,0.2353998986816406,0.20553366088867184,0.029866237792968764,Downside
IWM_2025-06-13,IWM,2025-06-13,30,0.2322667919921875,0.20606262695312497,0.026204165039062532,Downside
IWM_2025-06-20,IWM,2025-06-20,37,0.2320836883544922,0.1998574481201172,0.03222624023437501,Downside
IWM_2025-06-27,IWM,2025-06-27,44,0.23080196289062502,0.19881986083984374,0.03198210205078128,Downside
IWM_2025-06-30,IWM,2025-06-30,47,0.22713989013671873,0.19617503051757812,0.03096485961914061,Downside
IWM_2025-07-18,IWM,2025-07-18,65,0.2248612670898437,0.1994302062988281,0.02543106079101559,Downside
IWM_2025-08-15,IWM,2025-08-15,93,0.22227747131347653,0.20719176605224607,0.015085705261230459,Downside
IWM_2025-09-19,IWM,2025-09-19,128,0.23306024108886716,0.2142412561035156,0.01881898498535156,Downside
IWM_2025-09-30,IWM,2025-09-30,139,0.21926643371582033,0.2204057452392578,-0.001139311523437464,Upside
IWM_2025-10-17,IWM,2025-10-17,156,0.2192664337158203,0.22400678344726563,-0.004740349731445326,Upside
IWM_2025-11-21,IWM,2025-11-21,191,0.21658091369628907,0.22731282135009764,-0.010731907653808576,Upside
IWM_2025-12-19,IWM,2025-12-19,219,0.2246578186035156,0.2356948989868164,-0.011037080383300785,Upside
IWM_2025-12-31,IWM,2025-12-31,231,0.22313195495605467,0.22652954467773437,-0.0033975897216796946,Upside
IWM_2026-01-16,IWM,2026-01-16,247,0.21227797821044922,0.23665110687255855,-0.024373128662109333,Upside
IWM_2026-03-20,IWM,2026-03-20,310,0.21658091369628904,0.2376581768798828,-0.021077263183593764,Upside
IWM_2026-03-31,IWM,2026-03-31,321,0.20803607727050777,0.2375106767272949,-0.029474599456787126,Upside
IWM_2026-06-18,IWM,2026-06-18,400,0.21174901214599606,0.24774922180175785,-0.03600020965576178,Upside
IWM_2026-09-18,IWM,2026-09-18,492,0.21087926986694336,0.25313043426513676,-0.0422511643981934,Upside
IWM_2026-12-18,IWM,2026-12-18,583,0.20678995529174804,0.2552717295837402,-0.048481774291992186,Upside
IWM_2027-01-15,IWM,2027-01-15,611,0.1365646240234375,0.25803354278564455,-0.12146891876220706,Upside
IWM_2027-06-17,IWM,2027-06-17,764,0.20551331604003906,0.18536682968139648,0.02014648635864258,Downside
IWM_2027-12-17,IWM,2027-12-17,947,0.19652597915649414,0.2749146809387207,-0.07838870178222654,Upside
DIA_2025-05-16,DIA,2025-05-16,2,0.2695385546875,0.2200598828125,0.04947867187499999,Downside
DIA_2025-05-23,DIA,2025-05-23,9,0.20931780273437497,0.1762777685546875,0.03304003417968748,Downside
DIA_2025-05-30,DIA,2025-05-30,16,0.19064123168945316,0.15080601806640626,0.0398352136230469,Downside
DIA_2025-06-06,DIA,2025-06-06,23,0.1843953631591797,0.15251498535156252,0.03188037780761718,Downside
DIA_2025-06-13,DIA,2025-06-13,30,0.1811401873779297,0.13727669372558599,0.04386349365234371,Downside
DIA_2025-06-20,DIA,2025-06-20,37,0.17862759857177735,0.1349166912841797,0.04371090728759763,Downside
DIA_2025-06-30,DIA,2025-06-30,47,0.17228000579833988,0.1287928918457031,0.04348711395263677,Downside
DIA_2025-07-18,DIA,2025-07-18,65,0.17148655670166021,0.13113254943847655,0.04035400726318367,Downside
DIA_2025-09-19,DIA,2025-09-19,128,0.17918708190917973,0.1443261837768555,0.034860898132324236,Downside
DIA_2025-09-30,DIA,2025-09-30,139,0.1700166413879395,0.15305921005249024,0.016957431335449275,Downside
DIA_2025-12-19,DIA,2025-12-19,219,0.17152216018676758,0.16294172027587894,0.008580439910888638,Downside
DIA_2025-12-31,DIA,2025-12-31,231,0.16741250076293948,0.11374787628173828,0.0536646244812012,Downside
DIA_2026-01-16,DIA,2026-01-16,247,0.16704629348754885,0.16183292602539065,0.005213367462158197,Downside
DIA_2026-03-20,DIA,2026-03-20,310,0.16278404769897462,0.16936052001953128,-0.006576472320556664,Upside
DIA_2026-03-31,DIA,2026-03-31,321,0.15583119567871095,0.12231305755615236,0.03351813812255859,Downside
DIA_2026-06-18,DIA,2026-06-18,400,0.16599599067687987,0.17978725494384765,-0.013791264266967779,Upside
DIA_2026-12-18,DIA,2026-12-18,583,0.15762408546447756,0.19308007041931152,-0.03545598495483396,Upside
DIA_2027-01-15,DIA,2027-01-15,611,0.157385033493042,0.19476869285583495,-0.03738365936279295,Upside
TQQQ_2025-05-16,TQQQ,2025-05-16,2,0.7350286914062499,0.6588575781250001,0.07617111328124981,Downside
TQQQ_2025-05-23,TQQQ,2025-05-23,9,0.639652041015625,0.5675498974609375,0.07210214355468747,Downside
TQQQ_2025-05-30,TQQQ,2025-05-30,16,0.6366410034179688,0.5536340209960938,0.08300698242187499,Downside
TQQQ_2025-06-06,TQQQ,2025-06-06,23,0.6193885717773439,0.5452926330566408,0.07409593872070308,Downside
TQQQ_2025-06-13,TQQQ,2025-06-13,30,0.6224809887695314,0.5336960693359375,0.0887849194335939,Downside
TQQQ_2025-06-20,TQQQ,2025-06-20,37,0.6120644262695314,0.5485884985351563,0.06347592773437505,Downside
TQQQ_2025-06-27,TQQQ,2025-06-27,44,0.6210975390625001,0.5376022802734375,0.08349525878906261,Downside
TQQQ_2025-09-19,TQQQ,2025-09-19,128,0.6215858154296875,0.5924926818847657,0.029093133544921823,Downside
TQQQ_2025-12-19,TQQQ,2025-12-19,219,0.6150551190185547,0.5994506201171875,0.01560449890136717,Downside
TQQQ_2026-01-16,TQQQ,2026-01-16,247,0.6128375305175783,0.6182696051025393,-0.0054320745849609775,Upside
TQQQ_2027-01-15,TQQQ,2027-01-15,611,0.5859212957763672,0.6165199481201172,-0.030598652343750032,Upside
TNA_2025-05-16,TNA,2025-05-16,2,0.7955749609375,0.7708356250000001,0.024739335937499884,Downside
TNA_2025-05-23,TNA,2025-05-23,9,0.6777375976562502,0.61654029296875,0.061197304687500176,Downside
TNA_2025-05-30,TNA,2025-05-30,16,0.6341182421875001,0.5898478515625,0.044270390625000156,Downside
TNA_2025-06-06,TNA,2025-06-06,23,0.6386754882812501,0.5800823242187501,0.058593164062500036,Downside
TNA_2025-06-13,TNA,2025-06-13,30,0.6276078906250001,0.608402353515625,0.019205537109375115,Downside
TNA_2025-06-20,TNA,2025-06-20,37,0.6459996337890624,0.5932657861328126,0.05273384765624989,Downside
TNA_2025-06-27,TNA,2025-06-27,44,0.6634148242187501,0.5424850439453126,0.12092978027343748,Downside
TNA_2025-07-18,TNA,2025-07-18,65,0.6370479003906251,0.5763388720703125,0.06070902832031255,Downside
TNA_2025-10-17,TNA,2025-10-17,156,0.6425816992187501,0.5996947583007813,0.04288694091796874,Downside
TNA_2026-01-16,TNA,2026-01-16,247,0.6323685852050781,0.6100706311035158,0.022297954101562323,Downside
TNA_2027-01-15,TNA,2027-01-15,611,0.5677533459472657,0.592777509765625,-0.02502416381835937,Upside
XLF_2025-05-16,XLF,2025-05-16,2,0.35287105468749996,0.283861328125,0.06900972656249998,Downside
XLF_2025-05-23,XLF,2025-05-23,9,0.2591219921875,0.5257229248046874,-0.2666009326171874,Upside
XLF_2025-05-30,XLF,2025-05-30,16,0.269213037109375,0.5247443359375,-0.25553129882812503,Upside
XLF_2025-06-06,XLF,2025-06-06,23,0.25130957031249995,0.6879914013671876,-0.43668183105468766,Upside
XLF_2025-06-13,XLF,2025-06-13,30,0.28972064453124996,0.49959810302734375,-0.2098774584960938,Upside
XLF_2025-06-20,XLF,2025-06-20,37,0.23975369628906248,0.2925689233398438,-0.052815227050781316,Upside
XLF_2025-06-27,XLF,2025-06-27,44,0.39893179199218753,0.2330805859375,0.16585120605468753,Downside
XLF_2025-06-30,XLF,2025-06-30,47,0.35628898925781255,0.40194282958984373,-0.04565384033203118,Upside
XLF_2025-07-18,XLF,2025-07-18,65,0.23478955322265624,0.18360191406250004,0.0511876391601562,Downside
XLF_2025-09-19,XLF,2025-09-19,128,0.22933713378906248,0.21769988037109375,0.01163725341796873,Downside
XLF_2025-09-30,XLF,2025-09-30,139,0.27775787353515624,0.2533033654785157,0.024454508056640567,Downside
XLF_2025-10-17,XLF,2025-10-17,156,0.21521780883789063,0.32227240234375004,-0.10705459350585941,Upside
XLF_2025-12-19,XLF,2025-12-19,219,0.20907366455078122,0.29114478393554694,-0.08207111938476572,Upside
XLF_2025-12-31,XLF,2025-12-31,231,0.23483024291992183,0.36682762084960935,-0.13199737792968752,Upside
XLF_2026-01-16,XLF,2026-01-16,247,0.21485160156250002,0.278978564453125,-0.064126962890625,Upside
XLF_2026-03-20,XLF,2026-03-20,310,0.20227848510742186,0.27336338623046874,-0.07108490112304688,Upside
XLF_2026-03-31,XLF,2026-03-31,321,0.21159642578124996,0.25486991882324217,-0.04327349304199221,Upside
XLF_2026-06-18,XLF,2026-06-18,400,0.22349816223144528,0.25513440185546876,-0.03163623962402348,Upside
XLF_2026-12-18,XLF,2026-12-18,583,0.1376632458496094,0.3084785949707031,-0.17081534912109372,Upside
XLF_2027-01-15,XLF,2027-01-15,611,0.20270572692871092,0.25356784851074216,-0.05086212158203124,Upside
XLF_2027-12-17,XLF,2027-12-17,947,0.20842262939453124,0.24774922180175776,-0.039326592407226524,Upside
XLK_2025-05-16,XLK,2025-05-16,2,0.38753867675781245,0.42920492675781247,-0.041666250000000016,Upside
XLK_2025-05-23,XLK,2025-05-23,9,0.32227240234374993,0.393560751953125,-0.07128834960937508,Upside
XLK_2025-05-30,XLK,2025-05-30,16,0.31173377075195313,0.23889921264648437,0.07283455810546877,Downside
XLK_2025-06-06,XLK,2025-06-06,23,0.31584343017578115,0.24719991088867188,0.06864351928710927,Downside
XLK_2025-06-13,XLK,2025-06-13,30,0.32186550537109376,0.28684184844970706,0.0350236569213867,Downside
XLK_2025-06-20,XLK,2025-06-20,37,0.28160304992675783,0.22180953979492188,0.05979351013183595,Downside
XLK_2025-06-27,XLK,2025-06-27,44,0.3144192907714843,0.23023230712890624,0.08418698364257804,Downside
XLK_2025-09-19,XLK,2025-09-19,128,0.2677482080078125,0.23985542053222655,0.02789278747558596,Downside
XLK_2025-10-17,XLK,2025-10-17,156,0.25821664642333986,0.24408714904785148,0.014129497375488381,Downside
XLK_2025-12-19,XLK,2025-12-19,219,0.25555147125244143,0.2650118258666992,-0.00946035461425776,Upside
XLK_2026-01-16,XLK,2026-01-16,247,0.24927508544921873,0.2653526020812988,-0.01607751663208007,Upside
XLK_2026-03-20,XLK,2026-03-20,310,0.2523420713806152,0.2758454577636718,-0.0235033863830566,Upside
XLK_2026-06-18,XLK,2026-06-18,400,0.24019111053466793,0.2844360700988769,-0.04424495956420896,Upside
XLK_2026-12-18,XLK,2026-12-18,583,0.2289048057556152,0.29321487228393545,-0.06431006652832025,Upside
XLK_2027-01-15,XLK,2027-01-15,611,0.16657836196899414,0.29068702484130854,-0.1241086628723144,Upside
XLK_2027-06-17,XLK,2027-06-17,764,0.16292137542724608,0.2059303854370117,-0.04300901000976562,Upside
XLK_2027-12-17,XLK,2027-12-17,947,0.21562470581054685,0.30877359527587883,-0.09314888946533198,Upside
XLE_2025-05-16,XLE,2025-05-16,2,0.64909205078125,0.347337255859375,0.30175479492187496,Downside
XLE_2025-05-23,XLE,2025-05-23,9,0.5114794946289063,0.38314418945312495,0.12833530517578134,Downside
XLE_2025-05-30,XLE,2025-05-30,16,0.4909718872070313,0.33203792968749996,0.15893395751953132,Downside
XLE_2025-06-06,XLE,2025-06-06,23,0.4646049633789062,0.39128212890625,0.0733228344726562,Downside
XLE_2025-06-13,XLE,2025-06-13,30,0.5125374267578124,0.4426325268554688,0.06990489990234366,Downside
XLE_2025-06-20,XLE,2025-06-20,37,0.32853861572265625,0.37549452636718755,-0.04695591064453131,Upside
XLE_2025-06-27,XLE,2025-06-27,44,0.5008187939453125,0.2238847143554687,0.2769340795898438,Downside
XLE_2025-06-30,XLE,2025-06-30,47,0.4183814672851563,0.26620199951171875,0.15217946777343755,Downside
XLE_2025-07-18,XLE,2025-07-18,65,0.42436285278320307,0.24406680419921875,0.18029604858398432,Downside
XLE_2025-08-15,XLE,2025-08-15,93,0.3985655847167968,0.2468337036132812,0.15173188110351563,Downside
XLE_2025-09-19,XLE,2025-09-19,128,0.33293310302734375,0.29173478454589846,0.041198318481445284,Downside
XLE_2025-09-30,XLE,2025-09-30,139,0.2714102807617187,0.30544721252441404,-0.034036931762695344,Upside
XLE_2025-12-19,XLE,2025-12-19,219,0.33067482482910154,0.31110308044433593,0.01957174438476561,Downside
XLE_2025-12-31,XLE,2025-12-31,231,0.34503828796386715,0.30467410827636715,0.0403641796875,Downside
XLE_2026-01-16,XLE,2026-01-16,247,0.3445296667480469,0.3034737622070312,0.04105590454101571,Downside
XLE_2026-03-20,XLE,2026-03-20,310,0.34463139099121093,0.3014799670410156,0.04315142395019533,Downside
XLE_2026-03-31,XLE,2026-03-31,321,0.3382431085205078,0.3211737805175781,0.017069328002929707,Downside
XLE_2026-06-18,XLE,2026-06-18,400,0.23704783142089844,0.2996794479370117,-0.06263161651611324,Upside
XLE_2026-09-18,XLE,2026-09-18,492,0.3293422372436523,0.3000761724853515,0.02926606475830079,Downside
XLE_2026-12-18,XLE,2026-12-18,583,0.30695273132324213,0.3089363540649414,-0.0019836227416992758,Upside
XLE_2027-01-15,XLE,2027-01-15,611,0.30400272827148433,0.3071154901123047,-0.003112761840820377,Upside
XLE_2027-12-17,XLE,2027-12-17,947,0.2805247729492187,0.28061632476806636,-9.155181884767938e-05,Upside
XLU_2025-05-16,XLU,2025-05-16,2,0.6523472265625,0.2812571875,0.3710900390625,Downside
XLU_2025-05-23,XLU,2025-05-23,9,0.367519345703125,0.6002237243652344,-0.2327043786621094,Upside
XLU_2025-05-30,XLU,2025-05-30,16,0.5710492114257814,0.508142939453125,0.0629062719726563,Downside
XLU_2025-06-06,XLU,2025-06-06,23,0.36678693115234373,0.47009807250976565,-0.10331114135742192,Upside
XLU_2025-06-13,XLU,2025-06-13,30,0.46956910644531247,0.3874572973632812,0.08211180908203125,Downside
XLU_2025-06-20,XLU,2025-06-20,37,0.3286199951171875,0.26376061767578124,0.06485937744140624,Downside
XLU_2025-09-19,XLU,2025-09-19,128,0.35266760620117193,0.2633740655517578,0.08929354064941414,Downside
XLU_2025-10-17,XLU,2025-10-17,156,0.2740754559326172,0.28434960449218755,-0.010274148559570373,Upside
XLU_2025-12-19,XLU,2025-12-19,219,0.31511101562499994,0.22805540832519525,0.08705560729980469,Downside
XLU_2026-01-16,XLU,2026-01-16,247,0.1769491485595703,0.17170017761230472,0.005248970947265591,Downside
XLU_2026-06-18,XLU,2026-06-18,400,0.17279879943847656,0.17729501098632813,-0.00449621154785157,Upside
XLU_2026-12-18,XLU,2026-12-18,583,0.15928981994628907,0.1803569107055664,-0.021067090759277318,Upside
XLU_2027-01-15,XLU,2027-01-15,611,0.15922878540039062,0.1782512188720703,-0.019022433471679673,Upside
XLV_2025-05-16,XLV,2025-05-16,2,0.6150772762044271,0.28060615234374997,0.3344711238606771,Downside
XLV_2025-05-23,XLV,2025-05-23,9,0.6119016674804688,0.5581912670898438,0.053710400390625024,Downside
XLV_2025-05-30,XLV,2025-05-30,16,0.6995879650878907,0.3767152172851563,0.3228727478027344,Downside
XLV_2025-06-06,XLV,2025-06-06,23,0.49459327026367195,0.44006907592773437,0.05452419433593758,Downside
XLV_2025-06-13,XLV,2025-06-13,30,0.4172421557617188,0.3960428234863281,0.021199332275390725,Downside
XLV_2025-06-20,XLV,2025-06-20,37,0.2733633862304687,0.2224198852539062,0.05094350097656247,Downside
XLV_2025-09-19,XLV,2025-09-19,128,0.2689078643798828,0.228848857421875,0.04005900695800779,Downside
XLV_2025-10-17,XLV,2025-10-17,156,0.29545789184570315,0.23861438476562494,0.05684350708007821,Downside
XLV_2025-12-19,XLV,2025-12-19,219,0.2565483688354492,0.23985542053222655,0.016692948303222627,Downside
XLV_2026-01-16,XLV,2026-01-16,247,0.2404047314453125,0.2282181671142578,0.012186564331054694,Downside
XLV_2027-01-15,XLV,2027-01-15,611,0.2039976248168945,0.2634910484313965,-0.05949342361450197,Upside
XLP_2025-05-16,XLP,2025-05-16,2,0.3294337890624999,0.41471939453125,-0.08528560546875008,Upside
XLP_2025-05-23,XLP,2025-05-23,9,0.6196327099609374,0.45508357421875,0.16454913574218744,Downside
XLP_2025-05-30,XLP,2025-05-30,16,0.4220435400390625,0.3907124731445313,0.031331066894531245,Downside
XLP_2025-06-06,XLP,2025-06-06,23,0.39396764892578123,0.41846284667968753,-0.024495197753906295,Upside
XLP_2025-06-13,XLP,2025-06-13,30,0.25033301757812504,0.4082904223632812,-0.15795740478515619,Upside
XLP_2025-06-20,XLP,2025-06-20,37,0.28190822265625,0.2593254406738281,0.022582781982421862,Downside
XLP_2025-09-19,XLP,2025-09-19,128,0.3794414270019531,0.24260197509765624,0.13683945190429686,Downside
XLP_2025-10-17,XLP,2025-10-17,156,0.3010323803710937,0.15772326660156252,0.14330911376953118,Downside
XLP_2025-12-19,XLP,2025-12-19,219,0.2709830389404297,0.2341995526123047,0.036783486328124976,Downside
XLP_2026-01-16,XLP,2026-01-16,247,0.24374128662109373,0.16952327880859375,0.07421800781249999,Downside
XLP_2027-01-15,XLP,2027-01-15,611,0.19424226989746093,0.21580780944824218,-0.02156553955078125,Upside
XLI_2025-05-16,XLI,2025-05-16,2,0.7729514892578125,0.6626010302734375,0.11035045898437501,Downside
XLI_2025-06-20,XLI,2025-06-20,37,0.46790082885742185,0.31193721923828116,0.1559636096191407,Downside
XLI_2025-09-19,XLI,2025-09-19,128,0.25196060546875,0.23375196594238282,0.01820863952636717,Downside
XLI_2025-12-19,XLI,2025-12-19,219,0.23932645446777343,0.23792265991210937,0.0014037945556640563,Downside
XLI_2026-01-16,XLI,2026-01-16,247,0.26850096740722657,0.2279028219604492,0.04059814544677737,Downside
XLI_2026-03-20,XLI,2026-03-20,310,0.15719430053710934,0.22347781738281247,-0.06628351684570313,Upside
XLI_2026-06-18,XLI,2026-06-18,400,0.29229426788330076,0.2368850726318359,0.05540919525146487,Downside
XLI_2026-12-18,XLI,2026-12-18,583,0.217130224609375,0.23495231201171873,-0.017822087402343728,Upside
XLI_2027-01-15,XLI,2027-01-15,611,0.22718057983398435,0.23208368835449214,-0.004903108520507793,Upside
XLB_2025-05-16,XLB,2025-05-16,2,1.0122112508138021,1.2428423274739584,-0.23063107666015625,Upside
XLB_2025-05-30,XLB,2025-05-30,16,0.5762574926757814,0.5581098876953126,0.018147604980468857,Downside
XLB_2025-06-06,XLB,2025-06-06,23,0.47721876953125003,0.7358424853515625,-0.25862371582031246,Upside
XLB_2025-06-20,XLB,2025-06-20,37,0.39380489013671877,0.2760895959472656,0.11771529418945315,Downside
XLB_2025-09-19,XLB,2025-09-19,128,0.306973076171875,0.3253648193359374,-0.01839174316406239,Upside
XLB_2025-12-19,XLB,2025-12-19,219,0.30664755859375,0.3007068627929687,0.0059406958007812705,Downside
XLB_2026-01-16,XLB,2026-01-16,247,0.2806468420410156,0.28032132446289054,0.0003255175781250452,Downside
XLB_2027-01-15,XLB,2027-01-15,611,0.3105130798339843,0.2881744360351562,0.022338643798828106,Downside
XLY_2025-05-16,XLY,2025-05-16,2,0.5447636669921875,0.5537171533203126,-0.008953486328125093,Upside
XLY_2025-05-23,XLY,2025-05-23,9,0.4456028747558594,0.5498091894531252,-0.10420631469726577,Upside
XLY_2025-05-30,XLY,2025-05-30,16,0.5738974902343751,0.5875285388183593,-0.013631048583984229,Upside
XLY_2025-06-20,XLY,2025-06-20,37,0.3266872344970703,0.25216405395507807,0.07452318054199225,Downside
XLY_2025-07-18,XLY,2025-07-18,65,0.33403172485351557,0.2927316821289062,0.041300042724609354,Downside
