,ticker,expiration,dte,put_iv,call_iv,skew,skew_direction,trading_date
QQQ_2025-09-19,QQQ,2025-09-19,120,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
QQQ_2025-09-30,QQQ,2025-09-30,131,0.015634843750000002,0.026051406250000003,-0.0104165625,Upside,2025-05-21
QQQ_2025-11-21,QQQ,2025-11-21,183,0.020843125,0.015634843750000002,0.0052082812499999985,Downside,2025-05-21
QQQ_2025-12-19,QQQ,2025-12-19,211,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
QQQ_2025-12-31,QQQ,2025-12-31,223,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
QQQ_2026-01-16,QQQ,2026-01-16,239,0.21572643005371095,0.015634843750000002,0.20009158630371093,Downside,2025-05-21
QQQ_2026-03-20,QQQ,2026-03-20,302,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
QQQ_2026-03-31,QQQ,2026-03-31,313,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
QQQ_2026-06-18,QQQ,2026-06-18,392,0.1741466456604004,0.015634843750000002,0.15851180191040037,Downside,2025-05-21
QQQ_2026-09-18,QQQ,2026-09-18,484,0.013030703125000001,0.013030703125000001,0.0,Upside,2025-05-21
QQQ_2026-12-18,QQQ,2026-12-18,575,0.0104265625,0.007822421875,0.0026041406249999993,Downside,2025-05-21
QQQ_2027-01-15,QQQ,2027-01-15,603,0.013030703125000001,0.0104265625,0.002604140625000001,Downside,2025-05-21
QQQ_2027-06-17,QQQ,2027-06-17,756,0.0104265625,0.007822421875,0.0026041406249999993,Downside,2025-05-21
QQQ_2027-12-17,QQQ,2027-12-17,939,0.007822421875,0.007822421875,0.0,Upside,2025-05-21
IWM_2025-05-22,IWM,2025-05-22,0,0.20834125,0.166675,0.041666250000000016,Downside,2025-05-21
IWM_2025-05-23,IWM,2025-05-23,1,0.12500875,0.12500875,0.0,Upside,2025-05-21
IWM_2025-05-27,IWM,2025-05-27,5,0.12500875,0.104175625,0.020833125000000008,Downside,2025-05-21
IWM_2025-05-28,IWM,2025-05-28,6,0.104175625,0.104175625,0.0,Upside,2025-05-21
IWM_2025-05-29,IWM,2025-05-29,7,0.104175625,0.12500875,-0.020833125000000008,Upside,2025-05-21
IWM_2025-05-30,IWM,2025-05-30,8,0.062509375,0.062509375,0.0,Upside,2025-05-21
IWM_2025-06-06,IWM,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
IWM_2025-06-13,IWM,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
IWM_2025-06-20,IWM,2025-06-20,29,0.0520928125,0.041676250000000005,0.010416562499999997,Downside,2025-05-21
IWM_2025-06-27,IWM,2025-06-27,36,0.041676250000000005,0.041676250000000005,0.0,Upside,2025-05-21
IWM_2025-06-30,IWM,2025-06-30,39,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
IWM_2025-07-18,IWM,2025-07-18,57,0.0312596875,0.041676250000000005,-0.010416562500000004,Upside,2025-05-21
IWM_2025-08-15,IWM,2025-08-15,85,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
IWM_2025-09-19,IWM,2025-09-19,120,0.041676250000000005,0.026051406250000003,0.015624843750000002,Downside,2025-05-21
IWM_2025-09-30,IWM,2025-09-30,131,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
IWM_2025-10-17,IWM,2025-10-17,148,0.020843125,0.026051406250000003,-0.005208281250000002,Upside,2025-05-21
IWM_2025-11-21,IWM,2025-11-21,183,0.015634843750000002,0.026051406250000003,-0.0104165625,Upside,2025-05-21
IWM_2025-12-19,IWM,2025-12-19,211,0.026051406250000003,0.015634843750000002,0.0104165625,Downside,2025-05-21
IWM_2025-12-31,IWM,2025-12-31,223,0.026051406250000003,0.015634843750000002,0.0104165625,Downside,2025-05-21
IWM_2026-01-16,IWM,2026-01-16,239,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
IWM_2026-03-20,IWM,2026-03-20,302,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
IWM_2026-03-31,IWM,2026-03-31,313,0.015634843750000002,0.020843125,-0.0052082812499999985,Upside,2025-05-21
IWM_2026-06-18,IWM,2026-06-18,392,0.020843125,0.015634843750000002,0.0052082812499999985,Downside,2025-05-21
IWM_2026-09-18,IWM,2026-09-18,484,0.020843125,0.013030703125000001,0.0078124218749999995,Downside,2025-05-21
IWM_2026-12-18,IWM,2026-12-18,575,0.015634843750000002,0.013030703125000001,0.002604140625000001,Downside,2025-05-21
IWM_2027-01-15,IWM,2027-01-15,603,0.0104265625,0.013030703125000001,-0.002604140625000001,Upside,2025-05-21
IWM_2027-06-17,IWM,2027-06-17,756,0.013030703125000001,0.013030703125000001,0.0,Upside,2025-05-21
IWM_2027-12-17,IWM,2027-12-17,939,0.013030703125000001,0.0104265625,0.002604140625000001,Downside,2025-05-21
DIA_2025-05-23,DIA,2025-05-23,1,0.12500875,0.12500875,0.0,Upside,2025-05-21
DIA_2025-05-30,DIA,2025-05-30,8,0.062509375,0.0833425,-0.020833124999999994,Upside,2025-05-21
DIA_2025-06-06,DIA,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
DIA_2025-06-13,DIA,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
DIA_2025-06-20,DIA,2025-06-20,29,0.0312596875,0.0520928125,-0.020833125,Upside,2025-05-21
DIA_2025-06-27,DIA,2025-06-27,36,0.0312596875,0.04688453125,-0.015624843749999999,Upside,2025-05-21
DIA_2025-06-30,DIA,2025-06-30,39,0.0312596875,0.041676250000000005,-0.010416562500000004,Upside,2025-05-21
DIA_2025-07-18,DIA,2025-07-18,57,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
DIA_2025-08-15,DIA,2025-08-15,85,0.0312596875,0.041676250000000005,-0.010416562500000004,Upside,2025-05-21
DIA_2025-09-19,DIA,2025-09-19,120,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
DIA_2025-09-30,DIA,2025-09-30,131,0.015634843750000002,0.11060459716796874,-0.09496975341796873,Upside,2025-05-21
DIA_2025-12-19,DIA,2025-12-19,211,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
DIA_2025-12-31,DIA,2025-12-31,223,0.06985895156860354,0.06260092681884767,0.00725802474975587,Downside,2025-05-21
DIA_2026-01-16,DIA,2026-01-16,239,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
DIA_2026-03-20,DIA,2026-03-20,302,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
DIA_2026-03-31,DIA,2026-03-31,313,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
DIA_2026-06-18,DIA,2026-06-18,392,0.013030703125000001,0.013030703125000001,0.0,Upside,2025-05-21
DIA_2026-12-18,DIA,2026-12-18,575,0.013030703125000001,0.0104265625,0.002604140625000001,Downside,2025-05-21
DIA_2027-01-15,DIA,2027-01-15,603,0.0104265625,0.0104265625,0.0,Upside,2025-05-21
TQQQ_2025-05-23,TQQQ,2025-05-23,1,0.20834125,0.20834125,0.0,Upside,2025-05-21
TQQQ_2025-05-30,TQQQ,2025-05-30,8,0.104175625,0.104175625,0.0,Upside,2025-05-21
TQQQ_2025-06-06,TQQQ,2025-06-06,15,0.0833425,0.0833425,0.0,Upside,2025-05-21
TQQQ_2025-06-13,TQQQ,2025-06-13,22,0.062509375,0.0833425,-0.020833124999999994,Upside,2025-05-21
TQQQ_2025-06-20,TQQQ,2025-06-20,29,0.062509375,0.062509375,0.0,Upside,2025-05-21
TQQQ_2025-06-27,TQQQ,2025-06-27,36,0.0520928125,0.0520928125,0.0,Upside,2025-05-21
TQQQ_2025-07-18,TQQQ,2025-07-18,57,0.041676250000000005,0.041676250000000005,0.0,Upside,2025-05-21
TQQQ_2025-09-19,TQQQ,2025-09-19,120,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
TQQQ_2025-12-19,TQQQ,2025-12-19,211,0.0312596875,0.03646796875,-0.005208281250000002,Upside,2025-05-21
TQQQ_2026-01-16,TQQQ,2026-01-16,239,0.020843125,0.020843125,0.0,Upside,2025-05-21
TQQQ_2027-01-15,TQQQ,2027-01-15,603,0.013030703125000001,0.013030703125000001,0.0,Upside,2025-05-21
TNA_2025-05-23,TNA,2025-05-23,1,0.20834125,0.2500075,-0.04166624999999999,Upside,2025-05-21
TNA_2025-05-30,TNA,2025-05-30,8,0.104175625,0.12500875,-0.020833125000000008,Upside,2025-05-21
TNA_2025-06-06,TNA,2025-06-06,15,0.0833425,0.104175625,-0.020833124999999994,Upside,2025-05-21
TNA_2025-06-13,TNA,2025-06-13,22,0.062509375,0.104175625,-0.04166624999999999,Upside,2025-05-21
TNA_2025-06-20,TNA,2025-06-20,29,0.104175625,0.0833425,0.020833124999999994,Downside,2025-05-21
TNA_2025-06-27,TNA,2025-06-27,36,0.0520928125,0.0833425,-0.031249687499999998,Upside,2025-05-21
TNA_2025-07-18,TNA,2025-07-18,57,0.062509375,0.0520928125,0.010416562500000004,Downside,2025-05-21
TNA_2025-10-17,TNA,2025-10-17,148,0.041676250000000005,0.041676250000000005,0.0,Upside,2025-05-21
TNA_2026-01-16,TNA,2026-01-16,239,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
TNA_2027-01-15,TNA,2027-01-15,603,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLF_2025-05-23,XLF,2025-05-23,1,0.20834125,0.187508125,0.020833125000000008,Downside,2025-05-21
XLF_2025-05-30,XLF,2025-05-30,8,0.12500875,0.104175625,0.020833125000000008,Downside,2025-05-21
XLF_2025-06-06,XLF,2025-06-06,15,0.0833425,0.062509375,0.020833124999999994,Downside,2025-05-21
XLF_2025-06-13,XLF,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLF_2025-06-20,XLF,2025-06-20,29,0.0833425,0.062509375,0.020833124999999994,Downside,2025-05-21
XLF_2025-06-27,XLF,2025-06-27,36,0.062509375,0.04688453125,0.015624843750000006,Downside,2025-05-21
XLF_2025-06-30,XLF,2025-06-30,39,0.062509375,0.18620605468749998,-0.12369667968749998,Upside,2025-05-21
XLF_2025-07-18,XLF,2025-07-18,57,0.0520928125,0.041676250000000005,0.010416562499999997,Downside,2025-05-21
XLF_2025-08-15,XLF,2025-08-15,85,0.0520928125,0.041676250000000005,0.010416562499999997,Downside,2025-05-21
XLF_2025-09-19,XLF,2025-09-19,120,0.041676250000000005,0.0312596875,0.010416562500000004,Downside,2025-05-21
XLF_2025-09-30,XLF,2025-09-30,131,0.041676250000000005,0.03646796875,0.005208281250000002,Downside,2025-05-21
XLF_2025-10-17,XLF,2025-10-17,148,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLF_2025-12-19,XLF,2025-12-19,211,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLF_2025-12-31,XLF,2025-12-31,223,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLF_2026-01-16,XLF,2026-01-16,239,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
XLF_2026-03-20,XLF,2026-03-20,302,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
XLF_2026-03-31,XLF,2026-03-31,313,0.10588459228515629,0.07369904174804688,0.032185550537109406,Downside,2025-05-21
XLF_2026-06-18,XLF,2026-06-18,392,0.04688453125000001,0.015634843750000002,0.031249687500000005,Downside,2025-05-21
XLF_2026-12-18,XLF,2026-12-18,575,0.015634843750000002,0.013030703125000001,0.002604140625000001,Downside,2025-05-21
XLF_2027-01-15,XLF,2027-01-15,603,0.015634843750000002,0.013030703125000001,0.002604140625000001,Downside,2025-05-21
XLF_2027-12-17,XLF,2027-12-17,939,0.015634843750000002,0.0104265625,0.005208281250000002,Downside,2025-05-21
XLK_2025-05-23,XLK,2025-05-23,1,0.166675,0.166675,0.0,Upside,2025-05-21
XLK_2025-05-30,XLK,2025-05-30,8,0.104175625,0.104175625,0.0,Upside,2025-05-21
XLK_2025-06-06,XLK,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLK_2025-06-13,XLK,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLK_2025-06-20,XLK,2025-06-20,29,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLK_2025-06-27,XLK,2025-06-27,36,0.0520928125,0.062509375,-0.010416562500000004,Upside,2025-05-21
XLK_2025-07-18,XLK,2025-07-18,57,0.0520928125,0.0520928125,0.0,Upside,2025-05-21
XLK_2025-08-15,XLK,2025-08-15,85,0.0520928125,0.041676250000000005,0.010416562499999997,Downside,2025-05-21
XLK_2025-09-19,XLK,2025-09-19,120,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
XLK_2025-10-17,XLK,2025-10-17,148,0.026051406250000003,0.0312596875,-0.0052082812499999985,Upside,2025-05-21
XLK_2025-12-19,XLK,2025-12-19,211,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLK_2026-01-16,XLK,2026-01-16,239,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLK_2026-03-20,XLK,2026-03-20,302,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLK_2026-06-18,XLK,2026-06-18,392,0.020843125,0.015634843750000002,0.0052082812499999985,Downside,2025-05-21
XLK_2026-12-18,XLK,2026-12-18,575,0.013030703125000001,0.015634843750000002,-0.002604140625000001,Upside,2025-05-21
XLK_2027-01-15,XLK,2027-01-15,603,0.013030703125000001,0.015634843750000002,-0.002604140625000001,Upside,2025-05-21
XLK_2027-06-17,XLK,2027-06-17,756,0.026051406250000003,0.10199872619628904,-0.07594731994628903,Upside,2025-05-21
XLK_2027-12-17,XLK,2027-12-17,939,0.013030703125000001,0.0895324201965332,-0.07650171707153319,Upside,2025-05-21
XLE_2025-05-23,XLE,2025-05-23,1,0.166675,0.12500875,0.04166624999999999,Downside,2025-05-21
XLE_2025-05-30,XLE,2025-05-30,8,0.104175625,0.104175625,0.0,Upside,2025-05-21
XLE_2025-06-06,XLE,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLE_2025-06-13,XLE,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLE_2025-06-20,XLE,2025-06-20,29,0.062509375,0.0520928125,0.010416562500000004,Downside,2025-05-21
XLE_2025-06-27,XLE,2025-06-27,36,0.0520928125,0.0520928125,0.0,Upside,2025-05-21
XLE_2025-06-30,XLE,2025-06-30,39,0.0520928125,0.0520928125,0.0,Upside,2025-05-21
XLE_2025-07-18,XLE,2025-07-18,57,0.041676250000000005,0.0312596875,0.010416562500000004,Downside,2025-05-21
XLE_2025-08-15,XLE,2025-08-15,85,0.0833425,0.0520928125,0.031249687499999998,Downside,2025-05-21
XLE_2025-09-19,XLE,2025-09-19,120,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLE_2025-09-30,XLE,2025-09-30,131,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLE_2025-12-19,XLE,2025-12-19,211,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLE_2025-12-31,XLE,2025-12-31,223,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLE_2026-01-16,XLE,2026-01-16,239,0.03646796875,0.015634843750000002,0.020833125,Downside,2025-05-21
XLE_2026-03-20,XLE,2026-03-20,302,0.0312596875,0.015634843750000002,0.015624843749999999,Downside,2025-05-21
XLE_2026-03-31,XLE,2026-03-31,313,0.015634843750000002,0.20058986267089843,-0.18495501892089844,Upside,2025-05-21
XLE_2026-06-18,XLE,2026-06-18,392,0.13155979125976566,0.015634843750000002,0.11592494750976566,Downside,2025-05-21
XLE_2026-09-18,XLE,2026-09-18,484,0.015634843750000002,0.21069108001708983,-0.19505623626708984,Upside,2025-05-21
XLE_2026-12-18,XLE,2026-12-18,575,0.015634843750000002,0.013030703125000001,0.002604140625000001,Downside,2025-05-21
XLE_2027-01-15,XLE,2027-01-15,603,0.20662211029052732,0.013030703125000001,0.1935914071655273,Downside,2025-05-21
XLE_2027-12-17,XLE,2027-12-17,939,0.10390096954345705,0.0104265625,0.09347440704345705,Downside,2025-05-21
XLU_2025-05-30,XLU,2025-05-30,8,0.0833425,0.062509375,0.020833124999999994,Downside,2025-05-21
XLU_2025-06-20,XLU,2025-06-20,29,0.062509375,0.0520928125,0.010416562500000004,Downside,2025-05-21
XLU_2025-09-19,XLU,2025-09-19,120,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLU_2025-10-17,XLU,2025-10-17,148,0.09400320068359375,0.026051406250000003,0.06795179443359374,Downside,2025-05-21
XLU_2025-12-19,XLU,2025-12-19,211,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
XLU_2026-01-16,XLU,2026-01-16,239,0.020843125,0.015634843750000002,0.0052082812499999985,Downside,2025-05-21
XLU_2026-06-18,XLU,2026-06-18,392,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
XLU_2026-12-18,XLU,2026-12-18,575,0.07256990264892578,0.013030703125000001,0.05953919952392578,Downside,2025-05-21
XLU_2027-01-15,XLU,2027-01-15,603,0.015634843750000002,0.10064579376220704,-0.08501095001220704,Upside,2025-05-21
XLU_2027-12-17,XLU,2027-12-17,939,0.026051406250000003,0.0312596875,-0.0052082812499999985,Upside,2025-05-21
XLV_2025-05-23,XLV,2025-05-23,1,0.166675,0.12500875,0.04166624999999999,Downside,2025-05-21
XLV_2025-05-30,XLV,2025-05-30,8,0.104175625,0.062509375,0.04166624999999999,Downside,2025-05-21
XLV_2025-06-06,XLV,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLV_2025-06-13,XLV,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLV_2025-06-20,XLV,2025-06-20,29,0.062509375,0.0520928125,0.010416562500000004,Downside,2025-05-21
XLV_2025-06-27,XLV,2025-06-27,36,0.0520928125,0.0520928125,0.0,Upside,2025-05-21
XLV_2025-07-18,XLV,2025-07-18,57,0.0312596875,0.062509375,-0.031249687500000005,Upside,2025-05-21
XLV_2025-09-19,XLV,2025-09-19,120,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLV_2025-10-17,XLV,2025-10-17,148,0.041676250000000005,0.041676250000000005,0.0,Upside,2025-05-21
XLV_2025-12-19,XLV,2025-12-19,211,0.10645424804687499,0.015634843750000002,0.09081940429687499,Downside,2025-05-21
XLV_2026-01-16,XLV,2026-01-16,239,0.015634843750000002,0.015634843750000002,0.0,Upside,2025-05-21
XLV_2026-06-18,XLV,2026-06-18,392,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLV_2027-01-15,XLV,2027-01-15,603,0.020843125,0.0104265625,0.0104165625,Downside,2025-05-21
XLP_2025-05-23,XLP,2025-05-23,1,0.166675,0.187508125,-0.020833125000000008,Upside,2025-05-21
XLP_2025-05-30,XLP,2025-05-30,8,0.104175625,0.104175625,0.0,Upside,2025-05-21
XLP_2025-06-06,XLP,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLP_2025-06-13,XLP,2025-06-13,22,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLP_2025-06-20,XLP,2025-06-20,29,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLP_2025-06-27,XLP,2025-06-27,36,0.0520928125,0.062509375,-0.010416562500000004,Upside,2025-05-21
XLP_2025-07-18,XLP,2025-07-18,57,0.0520928125,0.041676250000000005,0.010416562499999997,Downside,2025-05-21
XLP_2025-09-19,XLP,2025-09-19,120,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
XLP_2025-10-17,XLP,2025-10-17,148,0.0312596875,0.0520928125,-0.020833125,Upside,2025-05-21
XLP_2025-12-19,XLP,2025-12-19,211,0.026051406250000003,0.020843125,0.005208281250000002,Downside,2025-05-21
XLP_2026-01-16,XLP,2026-01-16,239,0.020843125,0.041676250000000005,-0.020833125000000004,Upside,2025-05-21
XLP_2027-01-15,XLP,2027-01-15,603,0.08112491149902344,0.013030703125000001,0.06809420837402344,Downside,2025-05-21
XLI_2025-06-20,XLI,2025-06-20,29,0.062509375,0.27649649291992184,-0.21398711791992184,Upside,2025-05-21
XLI_2025-07-18,XLI,2025-07-18,57,0.0729259375,0.0312596875,0.041666249999999995,Downside,2025-05-21
XLI_2025-09-19,XLI,2025-09-19,120,0.0312596875,0.026051406250000003,0.0052082812499999985,Downside,2025-05-21
XLI_2025-12-19,XLI,2025-12-19,211,0.13141737731933598,0.015634843750000002,0.11578253356933597,Downside,2025-05-21
XLI_2026-01-16,XLI,2026-01-16,239,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLI_2026-03-20,XLI,2026-03-20,302,0.015634843750000002,0.18073329040527342,-0.1650984466552734,Upside,2025-05-21
XLI_2026-06-18,XLI,2026-06-18,392,0.12378805908203123,0.026051406250000003,0.09773665283203123,Downside,2025-05-21
XLI_2026-12-18,XLI,2026-12-18,575,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLI_2027-01-15,XLI,2027-01-15,603,0.13022720367431642,0.020843125,0.10938407867431642,Downside,2025-05-21
XLB_2025-06-13,XLB,2025-06-13,22,0.062509375,0.0937590625,-0.031249687499999998,Upside,2025-05-21
XLB_2025-06-20,XLB,2025-06-20,29,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLB_2025-07-18,XLB,2025-07-18,57,0.12500875,0.0312596875,0.09374906250000001,Downside,2025-05-21
XLB_2025-09-19,XLB,2025-09-19,120,0.0312596875,0.0312596875,0.0,Upside,2025-05-21
XLB_2025-12-19,XLB,2025-12-19,211,0.026051406250000003,0.026051406250000003,0.0,Upside,2025-05-21
XLB_2026-01-16,XLB,2026-01-16,239,0.020843125,0.020843125,0.0,Upside,2025-05-21
XLB_2027-01-15,XLB,2027-01-15,603,0.22120936676025385,0.19320468261718746,0.028004684143066394,Downside,2025-05-21
XLY_2025-05-23,XLY,2025-05-23,1,0.166675,0.166675,0.0,Upside,2025-05-21
XLY_2025-05-30,XLY,2025-05-30,8,0.0833425,0.0937590625,-0.010416562500000004,Upside,2025-05-21
XLY_2025-06-06,XLY,2025-06-06,15,0.062509375,0.062509375,0.0,Upside,2025-05-21
XLY_2025-06-13,XLY,2025-06-13,22,0.062509375,0.0937590625,-0.031249687499999998,Upside,2025-05-21
XLY_2025-06-20,XLY,2025-06-20,29,0.0520928125,0.062509375,-0.010416562500000004,Upside,2025-05-21
XLY_2025-06-27,XLY,2025-06-27,36,0.0520928125,0.04688453125,0.005208281250000002,Downside,2025-05-21
XLY_2025-07-18,XLY,2025-07-18,57,0.041676250000000005,0.0520928125,-0.010416562499999997,Upside,2025-05-21
