,ticker,expiration,dte,put_iv,call_iv,skew,skew_direction
SPY_2026-01-16,SPY,2026-01-16,252,0.2036161589050293,0.19901313690185543,0.004603022003173862,Downside
SPY_2026-03-20,SPY,2026-03-20,315,0.1981433946228027,0.20600667861938474,-0.007863283996582038,Upside
SPY_2026-03-31,SPY,2026-03-31,326,0.1917118793487549,0.20540396247863768,-0.013692083129882793,Upside
SPY_2026-06-18,SPY,2026-06-18,405,0.1915618360900879,0.21236953002929684,-0.02080769393920895,Upside
SPY_2026-12-18,SPY,2026-12-18,588,0.18213962806701658,0.22219482036590574,-0.04005519229888915,Upside
SPY_2027-01-15,SPY,2027-01-15,616,0.18208876594543455,0.22301370052337643,-0.040924934577941885,Upside
SPY_2027-12-17,SPY,2027-12-17,952,0.17059265491485598,0.24125667198181153,-0.07066401706695555,Upside
QQQ_2025-05-09,QQQ,2025-05-09,0,0.34440759765624995,0.29492892578124996,0.04947867187499999,Downside
QQQ_2025-05-12,QQQ,2025-05-12,3,0.26367923828125,0.24772887695312498,0.015950361328125023,Downside
QQQ_2025-05-13,QQQ,2025-05-13,4,0.26896889892578124,0.24333438964843748,0.02563450927734376,Downside
QQQ_2025-05-14,QQQ,2025-05-14,5,0.26868407104492187,0.2361730029296875,0.03251106811523438,Downside
QQQ_2025-05-15,QQQ,2025-05-15,6,0.2728344201660156,0.23104610107421875,0.041788319091796866,Downside
QQQ_2025-05-16,QQQ,2025-05-16,7,0.2749909741210937,0.21680470703125,0.0581862670898437,Downside
QQQ_2025-05-23,QQQ,2025-05-23,14,0.27010821044921873,0.20530986755371092,0.06479834289550782,Downside
QQQ_2025-05-30,QQQ,2025-05-30,21,0.26616130981445313,0.20067124206542966,0.06549006774902347,Downside
QQQ_2025-06-06,QQQ,2025-06-06,28,0.26507286041259764,0.20007106903076174,0.0650017913818359,Downside
QQQ_2025-06-13,QQQ,2025-06-13,35,0.2626416510009766,0.2026955545043945,0.059946096496582085,Downside
QQQ_2025-06-20,QQQ,2025-06-20,42,0.26055630401611324,0.20628642028808594,0.054269883728027296,Downside
QQQ_2025-06-30,QQQ,2025-06-30,52,0.2557142300415039,0.2079038357543945,0.0478103942871094,Downside
QQQ_2025-07-18,QQQ,2025-07-18,70,0.26174647766113285,0.21449048049926756,0.04725599716186529,Downside
QQQ_2025-07-31,QQQ,2025-07-31,83,0.2546664703369141,0.21987677917480464,0.03478969116210945,Downside
QQQ_2025-08-15,QQQ,2025-08-15,98,0.2581403532409668,0.22641764801025388,0.03172270523071291,Downside
QQQ_2025-08-29,QQQ,2025-08-29,112,0.2566246620178223,0.23244480941772458,0.024179852600097723,Downside
QQQ_2025-09-19,QQQ,2025-09-19,133,0.2515435360717773,0.23640188247680669,0.015141653594970633,Downside
QQQ_2025-09-30,QQQ,2025-09-30,144,0.2452620640563965,0.2429885272216797,0.0022735368347167884,Downside
QQQ_2025-11-21,QQQ,2025-11-21,196,0.24440758041381835,0.25027706924438475,-0.0058694888305663995,Upside
QQQ_2025-12-19,QQQ,2025-12-19,224,0.3317988777160645,0.25782755119323736,0.07397132652282712,Downside
QQQ_2025-12-31,QQQ,2025-12-31,236,0.2384211087036133,0.25818612915039063,-0.01976502044677733,Upside
QQQ_2026-01-16,QQQ,2026-01-16,252,0.16129378753662107,0.2578504391479493,-0.09655665161132823,Upside
QQQ_2026-03-20,QQQ,2026-03-20,315,0.2296829962158203,0.2627154010772706,-0.03303240486145029,Upside
QQQ_2026-03-31,QQQ,2026-03-31,326,0.22960924613952635,0.26305617729187014,-0.03344693115234379,Upside
QQQ_2026-06-18,QQQ,2026-06-18,405,0.15265739929199215,0.27227747993469237,-0.11962008064270022,Upside
QQQ_2026-09-18,QQQ,2026-09-18,497,0.2165122498321533,0.27629813064575187,-0.05978588081359856,Upside
QQQ_2026-12-18,QQQ,2026-12-18,588,0.21073431282043453,0.27914386634826654,-0.06840955352783201,Upside
QQQ_2027-01-15,QQQ,2027-01-15,616,0.21139043418884276,0.2783936500549316,-0.06700321586608884,Upside
QQQ_2027-06-17,QQQ,2027-06-17,769,0.2106910800170898,0.29280161754608147,-0.08211053752899167,Upside
QQQ_2027-12-17,QQQ,2027-12-17,952,0.20106160884857172,0.2996018832015991,-0.09854027435302737,Upside
IWM_2025-05-09,IWM,2025-05-09,0,0.3294337890625,0.35742830078125,-0.027994511718750004,Upside
IWM_2025-05-12,IWM,2025-05-12,3,0.2747468359375,0.283535810546875,-0.008788974609375,Upside
IWM_2025-05-13,IWM,2025-05-13,4,0.278653046875,0.2739330419921875,0.00472000488281249,Downside
IWM_2025-05-14,IWM,2025-05-14,5,0.2794668408203124,0.260749580078125,0.018717260742187436,Downside
IWM_2025-05-15,IWM,2025-05-15,6,0.2815013256835937,0.3064847998046875,-0.024983474121093807,Upside
IWM_2025-05-16,IWM,2025-05-16,7,0.28296615478515613,0.2576571630859375,0.02530899169921863,Downside
IWM_2025-05-23,IWM,2025-05-23,14,0.2738109729003906,0.22978472045898438,0.044026252441406205,Downside
IWM_2025-05-30,IWM,2025-05-30,21,0.26624268920898436,0.23153437744140626,0.034708311767578104,Downside
IWM_2025-06-06,IWM,2025-06-06,28,0.2643709631347656,0.2200598828125,0.044311080322265606,Downside
IWM_2025-06-13,IWM,2025-06-13,35,0.26304854797363286,0.22384402465820308,0.039204523315429785,Downside
IWM_2025-06-20,IWM,2025-06-20,42,0.263353720703125,0.2177609149169922,0.04559280578613281,Downside
IWM_2025-06-30,IWM,2025-06-30,52,0.25690440368652345,0.21725229370117186,0.0396521099853516,Downside
IWM_2025-07-18,IWM,2025-07-18,70,0.2543816424560547,0.22720092468261718,0.02718071777343753,Downside
IWM_2025-08-15,IWM,2025-08-15,98,0.249030947265625,0.23545076080322266,0.013580186462402333,Downside
IWM_2025-09-19,IWM,2025-09-19,133,0.2572095764160156,0.23224644714355466,0.024963129272460943,Downside
IWM_2025-09-30,IWM,2025-09-30,144,0.2541680215454101,0.2407912835693359,0.013376737976074221,Downside
IWM_2025-10-17,IWM,2025-10-17,161,0.24078111114501954,0.24546042633056642,-0.004679315185546873,Upside
IWM_2025-11-21,IWM,2025-11-21,196,0.23566438171386717,0.2436192175292969,-0.007954835815429745,Upside
IWM_2025-12-19,IWM,2025-12-19,224,0.2431411135864258,0.25268284759521487,-0.009541734008789077,Upside
IWM_2025-12-31,IWM,2025-12-31,236,0.24053697296142576,0.2504449142456055,-0.009907941284179739,Upside
IWM_2026-01-16,IWM,2026-01-16,252,0.22899127136230468,0.2516757775878906,-0.022684506225585932,Upside
IWM_2026-03-20,IWM,2026-03-20,315,0.23108679077148434,0.2482273257446289,-0.017140534973144578,Upside
IWM_2026-03-31,IWM,2026-03-31,326,0.2222011781311035,0.25069922485351565,-0.028498046722412157,Upside
IWM_2026-06-18,IWM,2026-06-18,405,0.22338117935180665,0.2529422444152832,-0.029561065063476527,Upside
IWM_2026-09-18,IWM,2026-09-18,497,0.21803048416137694,0.2557040576171875,-0.03767357345581057,Upside
IWM_2026-12-18,IWM,2026-12-18,588,0.21380384185791015,0.2584506121826172,-0.04464677032470707,Upside
IWM_2027-01-15,IWM,2027-01-15,616,0.20691202438354486,0.2582471636962891,-0.05133513931274422,Upside
IWM_2027-06-17,IWM,2027-06-17,769,0.2082446119689941,0.26537294692993163,-0.05712833496093753,Upside
IWM_2027-12-17,IWM,2027-12-17,952,0.20443503906249996,0.2723054541015624,-0.06787041503906246,Upside
DIA_2025-05-09,DIA,2025-05-09,0,0.33659517578125,0.31706412109375,0.019531054687499994,Downside
DIA_2025-05-16,DIA,2025-05-16,7,0.23592886474609373,0.1668377587890625,0.06909110595703122,Downside
DIA_2025-05-23,DIA,2025-05-23,14,0.2211991943359375,0.164396376953125,0.05680281738281248,Downside
DIA_2025-05-30,DIA,2025-05-30,21,0.21055883850097654,0.1528405029296875,0.057718335571289026,Downside
DIA_2025-06-06,DIA,2025-06-06,28,0.20744607666015624,0.14966670654296876,0.05777937011718748,Downside
DIA_2025-06-13,DIA,2025-06-13,35,0.23478955322265624,0.14594359924316402,0.08884595397949221,Downside
DIA_2025-06-20,DIA,2025-06-20,42,0.2036212451171875,0.14333945861816408,0.06028178649902341,Downside
DIA_2025-06-30,DIA,2025-06-30,52,0.1986977917480469,0.13925014404296876,0.05944764770507813,Downside
DIA_2025-07-18,DIA,2025-07-18,70,0.19711089355468747,0.14649291015625,0.05061798339843748,Downside
DIA_2025-09-19,DIA,2025-09-19,133,0.19266045791625977,0.15957464782714845,0.03308581008911132,Downside
DIA_2025-09-30,DIA,2025-09-30,144,0.1856872610473633,0.1970752900695801,-0.011388029022216806,Upside
DIA_2025-12-19,DIA,2025-12-19,224,0.18352053466796878,0.17223931610107424,0.01128121856689454,Downside
DIA_2025-12-31,DIA,2025-12-31,236,0.06960464096069337,0.17946173736572266,-0.10985709640502929,Upside
DIA_2026-01-16,DIA,2026-01-16,252,0.18178105010986326,0.17697966583251953,0.004801384277343723,Downside
DIA_2026-03-20,DIA,2026-03-20,315,0.17636423416137695,0.1736965158843994,0.0026677182769775376,Downside
DIA_2026-03-31,DIA,2026-03-31,326,0.17702289863586426,0.12590392333984377,0.0511189752960205,Downside
DIA_2026-12-18,DIA,2026-12-18,588,0.167275173034668,0.20210301078796386,-0.03482783775329587,Upside
DIA_2027-01-15,DIA,2027-01-15,616,0.16545685218811038,0.19978624114990232,-0.03432938896179194,Upside
TQQQ_2025-05-09,TQQQ,2025-05-09,0,0.7441431835937501,0.5651085156250001,0.17903466796875,Downside
TQQQ_2025-05-16,TQQQ,2025-05-16,7,0.7439804248046875,0.6238644384765625,0.12011598632812504,Downside
TQQQ_2025-05-23,TQQQ,2025-05-23,14,0.7223335058593751,0.61979546875,0.10253803710937504,Downside
TQQQ_2025-05-30,TQQQ,2025-05-30,21,0.721682470703125,0.6028685546875002,0.11881391601562474,Downside
TQQQ_2025-06-06,TQQQ,2025-06-06,28,0.7216824707031249,0.6041299353027345,0.11755253540039035,Downside
TQQQ_2025-06-13,TQQQ,2025-06-13,35,0.7124052197265626,0.5972940661621094,0.11511115356445312,Downside
TQQQ_2025-06-20,TQQQ,2025-06-20,42,0.7112659082031251,0.6232134033203126,0.08805250488281247,Downside
TQQQ_2025-09-19,TQQQ,2025-09-19,133,0.6993845166015626,0.6587761987304689,0.04060831787109376,Downside
TQQQ_2025-12-19,TQQQ,2025-12-19,224,0.6810741528320313,0.6636996520996095,0.01737450073242186,Downside
TQQQ_2026-01-16,TQQQ,2026-01-16,252,0.6704134521484377,0.6612175805664063,0.00919587158203139,Downside
TQQQ_2027-01-15,TQQQ,2027-01-15,616,0.602115795288086,0.6514317083740234,-0.04931591308593741,Upside
TNA_2025-05-09,TNA,2025-05-09,0,0.7252631640625,0.70312796875,0.022135195312499967,Downside
TNA_2025-05-16,TNA,2025-05-16,7,0.775718388671875,0.71810177734375,0.05761661132812501,Downside
TNA_2025-05-23,TNA,2025-05-23,14,0.758791474609375,0.6800162207031252,0.07877525390624984,Downside
TNA_2025-05-30,TNA,2025-05-30,21,0.6809927734375,0.6523472265625001,0.028645546874999872,Downside
TNA_2025-06-06,TNA,2025-06-06,28,0.7426783544921877,0.6404658349609376,0.1022125195312501,Downside
TNA_2025-06-13,TNA,2025-06-13,35,0.7307969628906251,0.6383499707031252,0.09244699218749997,Downside
TNA_2025-06-20,TNA,2025-06-20,42,0.7475611181640626,0.657881025390625,0.08968009277343758,Downside
TNA_2025-07-18,TNA,2025-07-18,70,0.7398300756835937,0.6579624047851563,0.08186767089843738,Downside
TNA_2025-10-17,TNA,2025-10-17,161,0.7106962524414063,0.6654493090820314,0.04524694335937496,Downside
TNA_2026-01-16,TNA,2026-01-16,252,0.6877472631835939,0.6549513671875001,0.03279589599609378,Downside
TNA_2027-01-15,TNA,2027-01-15,616,0.6534458483886719,0.6001016552734376,0.053344193115234306,Downside
XLF_2025-05-09,XLF,2025-05-09,0,0.46224496093750006,0.49023947265625,-0.027994511718749948,Upside
XLF_2025-05-16,XLF,2025-05-16,7,0.28418684570312497,0.22526816406249997,0.058918681640625,Downside
XLF_2025-05-23,XLF,2025-05-23,14,0.27018958984375,0.176115009765625,0.09407458007812503,Downside
XLF_2025-05-30,XLF,2025-05-30,21,0.24447370117187503,0.16341982421875,0.08105387695312502,Downside
XLF_2025-06-06,XLF,2025-06-06,28,0.2434971484375,0.16919776123046876,0.07429938720703125,Downside
XLF_2025-06-13,XLF,2025-06-13,35,0.27881580566406244,0.165047412109375,0.11376839355468743,Downside
XLF_2025-06-20,XLF,2025-06-20,42,0.2511468115234375,0.16341982421875,0.08772698730468748,Downside
XLF_2025-06-30,XLF,2025-06-30,52,0.24927508544921873,0.199552275390625,0.04972281005859372,Downside
XLF_2025-07-18,XLF,2025-07-18,70,0.25253026123046873,0.17359224853515628,0.07893801269531245,Downside
XLF_2025-09-19,XLF,2025-09-19,133,0.2331212756347656,0.19458813232421876,0.03853314331054683,Downside
XLF_2025-09-30,XLF,2025-09-30,144,0.23080196289062502,0.19458813232421876,0.03621383056640626,Downside
XLF_2025-10-17,XLF,2025-10-17,161,0.22872678833007812,0.19686675537109374,0.031860032958984374,Downside
XLF_2025-12-19,XLF,2025-12-19,224,0.22209436767578125,0.2106605627441406,0.011433804931640645,Downside
XLF_2025-12-31,XLF,2025-12-31,236,0.22087367675781247,0.2066322827148437,0.014241394042968758,Downside
XLF_2026-01-16,XLF,2026-01-16,252,0.2198971240234375,0.2087074572753906,0.01118966674804689,Downside
XLF_2026-03-20,XLF,2026-03-20,315,0.21322401367187496,0.21739470764160154,-0.00417069396972658,Upside
XLF_2026-03-31,XLF,2026-03-31,326,0.21212539184570312,0.21645884460449216,-0.004333452758789047,Upside
XLF_2026-06-18,XLF,2026-06-18,405,0.26376061767578124,0.22197229858398435,0.041788319091796894,Downside
XLF_2026-12-18,XLF,2026-12-18,588,0.19379468322753904,0.23312127563476562,-0.03932659240722658,Upside
XLF_2027-01-15,XLF,2027-01-15,616,0.22703816589355466,0.2309850665283203,-0.003946900634765632,Upside
XLF_2027-12-17,XLF,2027-12-17,952,0.19082433532714846,0.24111680114746092,-0.050292465820312465,Upside
XLK_2025-05-09,XLK,2025-05-09,0,0.505538798828125,0.7779987459309897,-0.2724599471028647,Upside
XLK_2025-05-16,XLK,2025-05-16,7,0.33138689453125,0.29981168945312503,0.031575205078124946,Downside
XLK_2025-05-23,XLK,2025-05-23,14,0.3094958374023437,0.5478560839843751,-0.23836024658203142,Upside
XLK_2025-05-30,XLK,2025-05-30,21,0.30742066284179687,0.2414219738769531,0.06599868896484376,Downside
XLK_2025-06-06,XLK,2025-06-06,28,0.3178982598876953,0.2465895654296875,0.07130869445800783,Downside
XLK_2025-06-13,XLK,2025-06-13,35,0.3144396356201172,0.24237818176269532,0.07206145385742185,Downside
XLK_2025-06-20,XLK,2025-06-20,42,0.30817342224121086,0.22864540893554686,0.079528013305664,Downside
XLK_2025-09-19,XLK,2025-09-19,133,0.2814809808349609,0.2510552597045898,0.03042572113037112,Downside
XLK_2025-10-17,XLK,2025-10-17,161,0.28039253143310544,0.25798268066406255,0.022409850769042894,Downside
XLK_2025-12-19,XLK,2025-12-19,224,0.2681957946777343,0.26933510620117185,-0.0011393115234375473,Upside
XLK_2026-01-16,XLK,2026-01-16,252,0.2638521694946289,0.2689282092285156,-0.005076039733886706,Upside
XLK_2026-03-20,XLK,2026-03-20,315,0.25773854248046874,0.2770966659545898,-0.01935812347412108,Upside
XLK_2026-06-18,XLK,2026-06-18,405,0.31681998291015623,0.2833171034240722,0.03350287948608405,Downside
XLK_2026-12-18,XLK,2026-12-18,588,0.2427393028259277,0.2918466812133788,-0.049107378387451106,Upside
XLK_2027-01-15,XLK,2027-01-15,616,0.23596955444335935,0.29102780105590814,-0.055058246612548795,Upside
XLK_2027-06-17,XLK,2027-06-17,769,0.1559125750732422,0.20066106964111327,-0.04474849456787108,Upside
XLK_2027-12-17,XLK,2027-12-17,952,0.2162960858154297,0.30603212692260745,-0.08973604110717776,Upside
XLE_2025-05-09,XLE,2025-05-09,0,0.4687553125000001,0.4231828515625,0.04557246093750006,Downside
XLE_2025-05-16,XLE,2025-05-16,7,0.33008482421874996,0.2789785644531249,0.05110625976562505,Downside
XLE_2025-05-23,XLE,2025-05-23,14,0.32080757324218745,0.265306826171875,0.05550074707031244,Downside
XLE_2025-05-30,XLE,2025-05-30,21,0.29110409423828126,0.25936613037109374,0.031737963867187524,Downside
XLE_2025-06-06,XLE,2025-06-06,28,0.2882558154296874,0.2521233642578125,0.03613245117187491,Downside
XLE_2025-06-13,XLE,2025-06-13,35,0.29688203124999996,0.252937158203125,0.043944873046874944,Downside
XLE_2025-06-20,XLE,2025-06-20,42,0.2916737499999999,0.2449619775390625,0.04671177246093741,Downside
XLE_2025-06-30,XLE,2025-06-30,52,0.31917998535156245,0.23804472900390625,0.0811352563476562,Downside
XLE_2025-07-18,XLE,2025-07-18,70,0.34107104248046877,0.24178818115234377,0.099282861328125,Downside
XLE_2025-08-15,XLE,2025-08-15,98,0.33016620361328125,0.23767852172851564,0.09248768188476561,Downside
XLE_2025-09-19,XLE,2025-09-19,133,0.287543745727539,0.2677075183105469,0.01983622741699209,Downside
XLE_2025-09-30,XLE,2025-09-30,144,0.2941558215332031,0.2610140631103516,0.0331417584228515,Downside
XLE_2025-12-19,XLE,2025-12-19,224,0.27930408203124996,0.26947752014160153,0.009826561889648422,Downside
XLE_2025-12-31,XLE,2025-12-31,236,0.3157010162353515,0.26207199523925784,0.05362902099609368,Downside
XLE_2026-01-16,XLE,2026-01-16,252,0.3050199707031249,0.2629671685791016,0.04205280212402335,Downside
XLE_2026-03-20,XLE,2026-03-20,315,0.2899444378662109,0.2607902697753906,0.029154168090820276,Downside
XLE_2026-03-31,XLE,2026-03-31,326,0.27958890991210933,0.2579623358154297,0.02162657409667962,Downside
XLE_2026-06-18,XLE,2026-06-18,405,0.18354087951660156,0.265957861328125,-0.08241698181152343,Upside
XLE_2026-09-18,XLE,2026-09-18,497,0.28451236328125,0.28911029907226565,-0.004597935791015639,Upside
XLE_2026-12-18,XLE,2026-12-18,588,0.2543612976074219,0.25947802703857425,-0.005116729431152378,Upside
XLE_2027-01-15,XLE,2027-01-15,616,0.2574333697509766,0.25549043670654303,0.001942933044433548,Downside
XLE_2027-12-17,XLE,2027-12-17,952,0.1657187921142578,0.25250991638183595,-0.08679112426757815,Upside
XLU_2025-05-16,XLU,2025-05-16,7,0.2726309716796875,0.341152421875,-0.06852145019531253,Upside
XLU_2025-05-23,XLU,2025-05-23,14,0.236986796875,0.2756420092773438,-0.03865521240234379,Upside
XLU_2025-05-30,XLU,2025-05-30,21,0.20378400390624996,0.23242955078124997,-0.02864554687500001,Upside
XLU_2025-06-06,XLU,2025-06-06,28,0.2712475219726562,0.16309430664062502,0.1081532153320312,Downside
XLU_2025-06-20,XLU,2025-06-20,42,0.20516745361328123,0.15983913085937498,0.04532832275390625,Downside
XLU_2025-09-19,XLU,2025-09-19,133,0.20248193359375,0.17957363403320312,0.02290829956054688,Downside
XLU_2025-10-17,XLU,2025-10-17,161,0.1979246875,0.1749960430908203,0.022928644409179688,Downside
XLU_2025-12-19,XLU,2025-12-19,224,0.18299156860351562,0.18065191101074218,0.0023396575927734364,Downside
XLU_2026-01-16,XLU,2026-01-16,252,0.17969570312499997,0.174487421875,0.005208281249999974,Downside
XLU_2026-06-18,XLU,2026-06-18,405,0.16669534484863283,0.17452811157226564,-0.007832766723632811,Upside
XLU_2026-12-18,XLU,2026-12-18,588,0.15859809509277345,0.17479259460449223,-0.01619449951171878,Upside
XLU_2027-01-15,XLU,2027-01-15,616,0.154630849609375,0.17241224731445315,-0.01778139770507814,Upside
XLV_2025-05-09,XLV,2025-05-09,0,0.63997755859375,0.47396359375,0.16601396484375003,Downside
XLV_2025-05-16,XLV,2025-05-16,7,0.32389999023437493,0.24951922363281245,0.07438076660156248,Downside
XLV_2025-05-23,XLV,2025-05-23,14,0.28451236328124996,0.21525849853515622,0.06925386474609374,Downside
XLV_2025-05-30,XLV,2025-05-30,21,0.2511468115234375,0.20280745117187501,0.04833936035156247,Downside
XLV_2025-06-06,XLV,2025-06-06,28,0.24687439331054692,0.19409985595703128,0.052774537353515644,Downside
XLV_2025-06-20,XLV,2025-06-20,42,0.2246578186035156,0.17208672973632813,0.05257108886718748,Downside
XLV_2025-09-19,XLV,2025-09-19,133,0.199979517211914,0.1815267395019531,0.0184527777099609,Downside
XLV_2025-10-17,XLV,2025-10-17,161,0.2196326409912109,0.16931983032226564,0.050312810668945274,Downside
XLV_2025-12-19,XLV,2025-12-19,224,0.18388674194335933,0.1914346807861328,-0.007547938842773466,Upside
XLV_2026-01-16,XLV,2026-01-16,252,0.1842732940673828,0.1887695056152344,-0.004496211547851597,Upside
XLV_2027-01-15,XLV,2027-01-15,616,0.17461966339111332,0.2024056404113769,-0.027785977020263586,Upside
XLP_2025-05-09,XLP,2025-05-09,0,0.39844351562499997,0.35156898437499995,0.04687453125000002,Downside
XLP_2025-05-16,XLP,2025-05-16,7,0.24479921875,0.3738669384765625,-0.1290677197265625,Upside
XLP_2025-05-23,XLP,2025-05-23,14,0.21550263671874995,0.18034673828125,0.035155898437499944,Downside
XLP_2025-05-30,XLP,2025-05-30,21,0.2026446923828125,0.18099777343749998,0.02164691894531251,Downside
XLP_2025-06-06,XLP,2025-06-06,28,0.20117986328125,0.15747912841796877,0.04370073486328124,Downside
XLP_2025-06-13,XLP,2025-06-13,35,0.19865710205078124,0.15511912597656252,0.04353797607421872,Downside
XLP_2025-06-20,XLP,2025-06-20,42,0.185880537109375,0.13827359130859376,0.04760694580078123,Downside
XLP_2025-09-19,XLP,2025-09-19,133,0.17167983276367194,0.14555704711914064,0.0261227856445313,Downside
XLP_2025-10-17,XLP,2025-10-17,161,0.16883155395507812,0.15357291748046875,0.015258636474609372,Downside
XLP_2025-12-19,XLP,2025-12-19,224,0.17517914672851564,0.14913774047851566,0.026041406249999982,Downside
XLP_2026-01-16,XLP,2026-01-16,252,0.16478292907714845,0.14234256103515627,0.022440368041992176,Downside
XLP_2027-01-15,XLP,2027-01-15,616,0.1674887939453125,0.16221947814941406,0.005269315795898427,Downside
XLI_2025-05-16,XLI,2025-05-16,7,0.269213037109375,0.4367732104492188,-0.1675601733398438,Upside
XLI_2025-05-30,XLI,2025-05-30,21,0.23080196289062496,0.1430749755859375,0.08772698730468745,Downside
XLI_2025-06-20,XLI,2025-06-20,42,0.22600057861328127,0.157234990234375,0.06876558837890626,Downside
XLI_2025-09-19,XLI,2025-09-19,133,0.21023332092285155,0.19078364562988281,0.019449675292968732,Downside
XLI_2025-12-19,XLI,2025-12-19,224,0.17054052124023436,0.20204451934814452,-0.03150399810791016,Upside
XLI_2026-01-16,XLI,2026-01-16,252,0.21928677856445308,0.1891458853149414,0.03014089324951169,Downside
XLI_2026-03-20,XLI,2026-03-20,315,0.09463389099121096,0.20467917724609372,-0.11004528625488276,Upside
XLI_2026-06-18,XLI,2026-06-18,405,0.2041400387573242,0.20388572814941405,0.0002543106079101465,Downside
XLI_2026-12-18,XLI,2026-12-18,588,0.20171900177001953,0.21043676940917966,-0.008717767639160129,Upside
XLI_2027-01-15,XLI,2027-01-15,616,0.1754843194580078,0.20895159545898437,-0.03346727600097657,Upside
XLB_2025-05-09,XLB,2025-05-09,0,0.65039412109375,0.6992217578125001,-0.04882763671875001,Upside
XLB_2025-05-16,XLB,2025-05-16,7,0.37744763183593744,0.336269658203125,0.04117797363281245,Downside
XLB_2025-05-23,XLB,2025-05-23,14,0.3146227392578125,0.29525444335937495,0.019368295898437526,Downside
XLB_2025-05-30,XLB,2025-05-30,21,0.2570061279296874,0.20313296874999998,0.053873159179687435,Downside
XLB_2025-06-20,XLB,2025-06-20,42,0.25716888671875,0.19027502441406252,0.06689386230468747,Downside
XLB_2025-09-19,XLB,2025-09-19,133,0.2246578186035156,0.19999986206054685,0.024657956542968762,Downside
XLB_2025-12-19,XLB,2025-12-19,224,0.2194291925048828,0.2111284942626953,0.008300698242187488,Downside
XLB_2026-01-16,XLB,2026-01-16,252,0.21617401672363282,0.20974504455566403,0.006428972167968783,Downside
XLB_2027-01-15,XLB,2027-01-15,616,0.15456981506347656,0.26410648010253907,-0.10953666503906251,Upside
XLY_2025-05-09,XLY,2025-05-09,0,0.4599663378906251,0.5520878125,-0.09212147460937498,Upside
XLY_2025-05-16,XLY,2025-05-16,7,0.32691102783203124,0.2921620263671875,0.03474900146484372,Downside
XLY_2025-05-23,XLY,2025-05-23,14,0.3210924011230468,0.34937174072265625,-0.028279339599609432,Upside
XLY_2025-05-30,XLY,2025-05-30,21,0.29879444702148433,0.2981637567138672,0.0006306903076171433,Downside
XLY_2025-06-06,XLY,2025-06-06,28,0.3204617108154297,0.2692537268066406,0.051207984008789065,Downside
XLY_2025-06-20,XLY,2025-06-20,42,0.2748689050292969,0.22502402587890624,0.04984487915039065,Downside
XLY_2025-09-19,XLY,2025-09-19,133,0.2645947564697266,0.24316145843505863,0.021433298034667952,Downside
XLY_2025-12-19,XLY,2025-12-19,224,0.2589592333984375,0.26356734161376955,-0.00460810821533203,Upside
XLY_2026-01-16,XLY,2026-01-16,252,0.25951871673583987,0.2610038906860352,-0.0014851739501953176,Upside
XLY_2026-12-18,XLY,2026-12-18,588,0.24432620101928712,0.28301701690673825,-0.03869081588745113,Upside
