,ticker,expiration,dte,put_iv,call_iv,skew,skew_direction
IWM_2025-05-12,IWM,2025-05-12,5,0.29411513183593746,0.24740335937500002,0.04671177246093744,Downside
IWM_2025-05-13,IWM,2025-05-13,6,0.3055082470703125,0.2517978466796875,0.05371040039062497,Downside
IWM_2025-05-14,IWM,2025-05-14,7,0.3080310083007812,0.25073991455078126,0.05729109374999991,Downside
IWM_2025-05-15,IWM,2025-05-15,8,0.3101468725585937,0.2504143969726563,0.05973247558593742,Downside
IWM_2025-05-16,IWM,2025-05-16,9,0.31209997802734374,0.2527743994140625,0.05932557861328125,Downside
IWM_2025-05-23,IWM,2025-05-23,16,0.2987130676269531,0.23824817749023433,0.06046489013671877,Downside
IWM_2025-05-30,IWM,2025-05-30,23,0.28589581298828115,0.2336095520019531,0.05228626098632805,Downside
IWM_2025-06-06,IWM,2025-06-06,30,0.2834544311523437,0.23544058837890625,0.048013842773437454,Downside
IWM_2025-06-13,IWM,2025-06-13,37,0.28076891113281244,0.23672231384277342,0.044046597290039013,Downside
IWM_2025-06-20,IWM,2025-06-20,44,0.27995511718749994,0.2314936877441406,0.04846142944335932,Downside
IWM_2025-06-30,IWM,2025-06-30,54,0.2727123510742187,0.22927609924316406,0.04343625183105465,Downside
IWM_2025-07-18,IWM,2025-07-18,72,0.2689892437744141,0.2391230059814453,0.029866237792968764,Downside
IWM_2025-08-15,IWM,2025-08-15,100,0.262000788269043,0.2472609454345703,0.014739842834472688,Downside
IWM_2025-09-19,IWM,2025-09-19,135,0.27094234924316407,0.24347680358886717,0.027465545654296902,Downside
IWM_2025-09-30,IWM,2025-09-30,146,0.2681754498291016,0.25098405273437496,0.017191397094726613,Downside
IWM_2025-10-17,IWM,2025-10-17,163,0.2511264666748047,0.25499198791503913,-0.0038655212402344263,Upside
IWM_2025-11-21,IWM,2025-11-21,198,0.24501283966064455,0.25268284759521487,-0.0076700079345703165,Upside
IWM_2025-12-19,IWM,2025-12-19,226,0.25391371093750004,0.2598645791625977,-0.005950868225097661,Upside
IWM_2025-12-31,IWM,2025-12-31,238,0.25120784606933594,0.1773255282592774,0.07388231781005855,Downside
IWM_2026-01-16,IWM,2026-01-16,254,0.23724110748291016,0.25822681884765625,-0.020985711364746085,Upside
IWM_2026-03-20,IWM,2026-03-20,317,0.24050645568847653,0.2553988848876953,-0.014892429199218765,Upside
IWM_2026-03-31,IWM,2026-03-31,328,0.2305171350097656,0.26925372680664056,-0.03873659179687497,Upside
IWM_2026-06-18,IWM,2026-06-18,407,0.23252618881225584,0.2589592333984375,-0.026433044586181675,Upside
IWM_2026-09-18,IWM,2026-09-18,499,0.22633118240356445,0.26098354583740235,-0.0346523634338379,Upside
IWM_2026-12-18,IWM,2026-12-18,590,0.22214014358520506,0.2626823406982422,-0.04054219711303714,Upside
IWM_2027-01-15,IWM,2027-01-15,618,0.21558401611328123,0.2618532881164551,-0.04626927200317385,Upside
IWM_2027-06-17,IWM,2027-06-17,771,0.21465323928833005,0.26288578918457034,-0.04823254989624029,Upside
IWM_2027-12-17,IWM,2027-12-17,954,0.20746133529663083,0.2712220909118652,-0.0637607556152344,Upside
DIA_2025-05-09,DIA,2025-05-09,2,0.2934640966796874,0.21452608398437498,0.07893801269531245,Downside
DIA_2025-05-16,DIA,2025-05-16,9,0.2480950842285156,0.164396376953125,0.08369870727539058,Downside
DIA_2025-05-23,DIA,2025-05-23,16,0.23550162292480467,0.15536326416015625,0.08013835876464842,Downside
DIA_2025-05-30,DIA,2025-05-30,23,0.22490195678710934,0.15418326293945314,0.0707186938476562,Downside
DIA_2025-06-06,DIA,2025-06-06,30,0.2225622991943359,0.1530236065673828,0.06953869262695309,Downside
DIA_2025-06-13,DIA,2025-06-13,37,0.2361730029296875,0.1513146392822266,0.08485836364746088,Downside
DIA_2025-06-20,DIA,2025-06-20,44,0.21330539306640625,0.14825273956298832,0.06505265350341793,Downside
DIA_2025-06-30,DIA,2025-06-30,54,0.20836159484863273,0.14370566589355468,0.06465592895507805,Downside
DIA_2025-07-18,DIA,2025-07-18,72,0.20652038604736322,0.15224032989501957,0.05428005615234366,Downside
DIA_2025-09-19,DIA,2025-09-19,135,0.21140314971923826,0.16870439865112305,0.042698751068115215,Downside
DIA_2025-09-30,DIA,2025-09-30,146,0.21398185928344726,0.19176528457641603,0.022216574707031228,Downside
DIA_2025-12-19,DIA,2025-12-19,226,0.19591054748535155,0.1847412255859375,0.011169321899414053,Downside
DIA_2025-12-31,DIA,2025-12-31,238,0.19649037567138672,0.1911956288146973,0.005294746856689431,Downside
DIA_2026-01-16,DIA,2026-01-16,254,0.19412528701782228,0.18138941177368165,0.012735875244140632,Downside
DIA_2026-03-20,DIA,2026-03-20,317,0.18839312591552734,0.1913939910888672,-0.0030008651733398617,Upside
DIA_2026-03-31,DIA,2026-03-31,328,0.18519644157409668,0.19388623504638672,-0.008689793472290042,Upside
DIA_2026-12-18,DIA,2026-12-18,590,0.1685747002410889,0.19314110496520995,-0.024566404724121055,Upside
DIA_2027-01-15,DIA,2027-01-15,618,0.16903245933532718,0.20358309852600096,-0.034550639190673776,Upside
TQQQ_2025-05-09,TQQQ,2025-05-09,2,0.8704440039062499,0.710614873046875,0.1598291308593749,Downside
TQQQ_2025-05-16,TQQQ,2025-05-16,9,0.7895528857421875,0.6577182666015625,0.131834619140625,Downside
TQQQ_2025-05-23,TQQQ,2025-05-23,16,0.7285183398437501,0.6599155102539064,0.06860282958984376,Downside
TQQQ_2025-05-30,TQQQ,2025-05-30,23,0.7207872973632813,0.6027057958984375,0.11808150146484375,Downside
TQQQ_2025-06-06,TQQQ,2025-06-06,30,0.7312852392578125,0.6289913403320313,0.10229389892578122,Downside
TQQQ_2025-06-13,TQQQ,2025-06-13,37,0.7038603833007814,0.571944384765625,0.13191599853515634,Downside
TQQQ_2025-06-20,TQQQ,2025-06-20,44,0.7198921240234375,0.6460810131835938,0.07381111083984371,Downside
TQQQ_2025-09-19,TQQQ,2025-09-19,135,0.7150093603515625,0.6822948437500002,0.03271451660156233,Downside
TQQQ_2025-12-19,TQQQ,2025-12-19,226,0.689049333496094,0.6819693261718752,0.007080007324218762,Downside
TQQQ_2026-01-16,TQQQ,2026-01-16,254,0.6862824340820314,0.6823965679931642,0.003885866088867207,Downside
TQQQ_2027-01-15,TQQQ,2027-01-15,618,0.6108233905029298,0.6567620587158204,-0.04593866821289061,Upside
TNA_2025-05-09,TNA,2025-05-09,2,0.9205737109375001,0.8372412109375,0.08333250000000003,Downside
TNA_2025-05-16,TNA,2025-05-16,9,0.81054876953125,0.7304714453125,0.08007732421875002,Downside
TNA_2025-05-23,TNA,2025-05-23,16,0.8098977343749999,0.7311224804687501,0.07877525390624984,Downside
TNA_2025-05-30,TNA,2025-05-30,23,0.679690703125,0.6673210351562501,0.012369667968749942,Downside
TNA_2025-06-06,TNA,2025-06-06,30,0.7874370214843749,0.7156603955078126,0.07177662597656231,Downside
TNA_2025-06-13,TNA,2025-06-13,37,0.8333349999999999,0.747398359375,0.08593664062499995,Downside
TNA_2025-06-20,TNA,2025-06-20,44,0.77669494140625,0.7111031494140626,0.06559179199218734,Downside
TNA_2025-07-18,TNA,2025-07-18,72,0.773439765625,0.6860382958984377,0.08740146972656238,Downside
TNA_2025-10-17,TNA,2025-10-17,163,0.7369817968749999,0.686770710449219,0.05021108642578087,Downside
TNA_2026-01-16,TNA,2026-01-16,254,0.7054065917968749,0.6789175988769532,0.026488992919921683,Downside
TNA_2027-01-15,TNA,2027-01-15,618,0.6575555078125002,0.5832561206054688,0.07429938720703133,Downside
XLF_2025-05-09,XLF,2025-05-09,2,0.5143277734375,0.395839375,0.11848839843750003,Downside
XLF_2025-05-16,XLF,2025-05-16,9,0.4101621484375,0.27800201171875,0.13216013671875,Downside
XLF_2025-05-23,XLF,2025-05-23,16,0.37044900390624996,0.217130224609375,0.15331877929687496,Downside
XLF_2025-05-30,XLF,2025-05-30,23,0.3305731005859374,0.231452998046875,0.09912010253906242,Downside
XLF_2025-06-06,XLF,2025-06-06,30,0.32796895996093745,0.21794401855468748,0.11002494140624997,Downside
XLF_2025-06-13,XLF,2025-06-13,37,0.39046833496093747,0.2374750732421875,0.15299326171874997,Downside
XLF_2025-06-20,XLF,2025-06-20,44,0.30339238281249997,0.1897053686523437,0.11368701416015628,Downside
XLF_2025-06-30,XLF,2025-06-30,54,0.3470117382812499,0.199552275390625,0.14745946289062492,Downside
XLF_2025-07-18,XLF,2025-07-18,72,0.30624066162109376,0.20565572998046874,0.10058493164062501,Downside
XLF_2025-09-19,XLF,2025-09-19,135,0.27535718139648435,0.22791299438476562,0.047444187011718736,Downside
XLF_2025-09-30,XLF,2025-09-30,146,0.2847565014648437,0.23442334594726563,0.05033315551757808,Downside
XLF_2025-10-17,XLF,2025-10-17,163,0.2651847570800781,0.23865507446289067,0.02652968261718744,Downside
XLF_2025-12-19,XLF,2025-12-19,226,0.2576571630859375,0.23804472900390625,0.019612434082031255,Downside
XLF_2025-12-31,XLF,2025-12-31,238,0.2565178515625,0.23751576293945312,0.019002088623046892,Downside
XLF_2026-01-16,XLF,2026-01-16,254,0.25029232788085937,0.2382888671875,0.012003460693359363,Downside
XLF_2026-03-20,XLF,2026-03-20,317,0.24235783691406254,0.23759714233398435,0.00476069458007819,Downside
XLF_2026-03-31,XLF,2026-03-31,328,0.23816679809570315,0.23629507202148436,0.001871726074218788,Downside
XLF_2026-06-18,XLF,2026-06-18,407,0.2954578918457031,0.2587150952148437,0.03674279663085939,Downside
XLF_2026-12-18,XLF,2026-12-18,590,0.24896991271972657,0.2595085443115234,-0.010538631591796854,Upside
XLF_2027-01-15,XLF,2027-01-15,618,0.2578809564208984,0.27757476989746094,-0.019693813476562516,Upside
XLF_2027-12-17,XLF,2027-12-17,954,0.22239954040527343,0.2544019873046875,-0.03200244689941406,Upside
XLK_2025-05-09,XLK,2025-05-09,2,0.460942890625,0.5096077685546875,-0.04866487792968749,Upside
XLK_2025-05-16,XLK,2025-05-16,9,0.4067442138671875,0.2981841015624999,0.1085601123046876,Downside
XLK_2025-05-23,XLK,2025-05-23,16,0.37032693481445317,0.38530074340820314,-0.014973808593749971,Upside
XLK_2025-05-30,XLK,2025-05-30,23,0.36133451171875003,0.279629599609375,0.08170491210937503,Downside
XLK_2025-06-06,XLK,2025-06-06,30,0.3772034936523438,0.3204617108154297,0.05674178283691411,Downside
XLK_2025-06-13,XLK,2025-06-13,37,0.3625958923339843,0.2879302978515625,0.07466559448242183,Downside
XLK_2025-06-20,XLK,2025-06-20,44,0.33865000549316404,0.25309991699218753,0.0855500885009765,Downside
XLK_2025-09-19,XLK,2025-09-19,135,0.3028837615966797,0.2810130493164062,0.021870712280273485,Downside
XLK_2025-10-17,XLK,2025-10-17,163,0.3161486029052734,0.28633322723388666,0.029815375671386757,Downside
XLK_2025-12-19,XLK,2025-12-19,226,0.28930357513427724,0.28854064331054685,0.0007629318237303839,Downside
XLK_2026-01-16,XLK,2026-01-16,254,0.28322046539306633,0.2883626258850097,-0.005142160491943382,Upside
XLK_2026-03-20,XLK,2026-03-20,317,0.2804637384033203,0.29844349838256834,-0.017979759979248056,Upside
XLK_2026-06-18,XLK,2026-06-18,407,0.3821015159606933,0.30025927612304687,0.08184223983764644,Downside
XLK_2026-12-18,XLK,2026-12-18,590,0.24050136947631837,0.3009255699157714,-0.06042420043945304,Upside
XLK_2027-01-15,XLK,2027-01-15,618,0.25790130126953126,0.2997099652099609,-0.04180866394042965,Upside
XLK_2027-06-17,XLK,2027-06-17,771,0.24700663482666016,0.305045401763916,-0.05803876693725582,Upside
XLK_2027-12-17,XLK,2027-12-17,954,0.2316361016845703,0.31574170593261713,-0.08410560424804683,Upside
XLE_2025-05-09,XLE,2025-05-09,2,0.51758294921875,0.43929597167968754,0.0782869775390625,Downside
XLE_2025-05-16,XLE,2025-05-16,9,0.415695947265625,0.44971253417968754,-0.03401658691406256,Upside
XLE_2025-05-23,XLE,2025-05-23,16,0.43693596923828126,0.4269263037109375,0.01000966552734378,Downside
XLE_2025-05-30,XLE,2025-05-30,23,0.3945373046875,0.463221513671875,-0.068684208984375,Upside
XLE_2025-06-06,XLE,2025-06-06,30,0.366217275390625,0.3760234924316406,-0.009806217041015641,Upside
XLE_2025-06-13,XLE,2025-06-13,37,0.5014291394042969,0.41264421997070305,0.08878491943359385,Downside
XLE_2025-06-20,XLE,2025-06-20,44,0.32471378417968744,0.30058479370117186,0.024128990478515577,Downside
XLE_2025-06-30,XLE,2025-06-30,54,0.45410702148437504,0.35453933227539064,0.0995676892089844,Downside
XLE_2025-07-18,XLE,2025-07-18,72,0.44393459716796874,0.3759421130371094,0.06799248413085934,Downside
XLE_2025-08-15,XLE,2025-08-15,100,0.35120277709960934,0.3288234436035156,0.022379333496093723,Downside
XLE_2025-09-19,XLE,2025-09-19,135,0.3281520635986328,0.3302475830078125,-0.0020955194091796803,Upside
XLE_2025-09-30,XLE,2025-09-30,146,0.3719341778564453,0.3426986303710937,0.029235547485351565,Downside
XLE_2025-12-19,XLE,2025-12-19,226,0.36019520019531254,0.33517103637695306,0.02502416381835948,Downside
XLE_2025-12-31,XLE,2025-12-31,238,0.3709576251220703,0.3160468786621093,0.054910746459961024,Downside
XLE_2026-01-16,XLE,2026-01-16,254,0.34461104614257804,0.3094551477050781,0.035155898437499944,Downside
XLE_2026-03-20,XLE,2026-03-20,317,0.3813131530761719,0.3327703442382812,0.048542808837890694,Downside
XLE_2026-03-31,XLE,2026-03-31,328,0.3878845391845703,0.34607587524414063,0.04180866394042965,Downside
XLE_2026-06-18,XLE,2026-06-18,407,0.3485172570800781,0.3396672479248046,0.008850009155273453,Downside
XLE_2026-09-18,XLE,2026-09-18,499,0.32436792175292967,0.3344284494018554,-0.010060527648925732,Upside
XLE_2026-12-18,XLE,2026-12-18,590,0.32031929687499994,0.3251206811523437,-0.004801384277343779,Upside
XLE_2027-01-15,XLE,2027-01-15,618,0.3173286041259766,0.3156908438110351,0.00163776031494145,Downside
XLE_2027-12-17,XLE,2027-12-17,954,0.20191227783203125,0.2907887490844726,-0.08887647125244136,Upside
XLU_2025-05-09,XLU,2025-05-09,2,0.5400436621093749,0.23438265625,0.30566100585937495,Downside
XLU_2025-05-16,XLU,2025-05-16,9,0.5239305419921875,0.5242560595703125,-0.0003255175781250452,Upside
XLU_2025-05-23,XLU,2025-05-23,16,0.47681187255859375,0.6138954626464845,-0.13708359008789078,Upside
XLU_2025-05-30,XLU,2025-05-30,23,0.4148007739257813,0.42407802490234375,-0.009277250976562457,Upside
XLU_2025-06-06,XLU,2025-06-06,30,0.43815666015624993,0.4185849157714844,0.019571744384765555,Downside
XLU_2025-06-20,XLU,2025-06-20,44,0.29492892578125,0.24878680908203124,0.04614211669921878,Downside
XLU_2025-09-19,XLU,2025-09-19,135,0.300462724609375,0.24272404418945312,0.05773868041992189,Downside
XLU_2025-10-17,XLU,2025-10-17,163,0.28795064270019527,0.2736685589599609,0.014282083740234375,Downside
XLU_2025-12-19,XLU,2025-12-19,226,0.30644411010742184,0.24441266662597652,0.06203144348144532,Downside
XLU_2026-01-16,XLU,2026-01-16,254,0.18229984375,0.18028570373535158,0.002014140014648419,Downside
XLU_2026-06-18,XLU,2026-06-18,407,0.17430431823730466,0.1804077728271484,-0.0061034545898437376,Upside
XLU_2026-12-18,XLU,2026-12-18,590,0.1606224075317383,0.18200484344482418,-0.02138243591308589,Upside
XLU_2027-01-15,XLU,2027-01-15,618,0.1631960308837891,0.1798788067626953,-0.01668277587890621,Upside
XLV_2025-05-09,XLV,2025-05-09,2,0.34766277343749996,0.4917043017578125,-0.14404152832031253,Upside
XLV_2025-05-16,XLV,2025-05-16,9,0.3697165893554688,0.2739330419921875,0.09578354736328132,Downside
XLV_2025-05-23,XLV,2025-05-23,16,0.4881642980957032,0.23487093261718747,0.2532933654785158,Downside
XLV_2025-05-30,XLV,2025-05-30,23,0.36357244506835945,0.22681437255859374,0.1367580725097657,Downside
XLV_2025-06-06,XLV,2025-06-06,30,0.309902734375,0.2968006518554687,0.013102082519531266,Downside
XLV_2025-06-20,XLV,2025-06-20,44,0.23230748168945312,0.2536288830566406,-0.021321401367187492,Upside
XLV_2025-09-19,XLV,2025-09-19,135,0.2566806103515625,0.2452671502685547,0.011413460083007781,Downside
XLV_2025-10-17,XLV,2025-10-17,163,0.2752147674560546,0.1642132733154297,0.1110014941406249,Downside
XLV_2025-12-19,XLV,2025-12-19,226,0.22150436706542967,0.21979539978027343,0.0017089672851562376,Downside
XLV_2026-01-16,XLV,2026-01-16,254,0.20050848327636717,0.19650054809570308,0.004007935180664085,Downside
XLV_2027-01-15,XLV,2027-01-15,618,0.1984231362915039,0.2130866859436035,-0.014663549652099594,Upside
XLP_2025-05-09,XLP,2025-05-09,2,0.6692762955729167,0.4335994140625,0.23567688151041666,Downside
XLP_2025-05-16,XLP,2025-05-16,9,0.6915720947265626,0.5078988012695312,0.18367329345703132,Downside
XLP_2025-05-23,XLP,2025-05-23,16,0.44385321777343756,0.4656628955078124,-0.021809677734374866,Upside
XLP_2025-05-30,XLP,2025-05-30,23,0.5585167846679688,0.41667250000000006,0.14184428466796878,Downside
XLP_2025-06-06,XLP,2025-06-06,30,0.47542842285156256,0.5900919897460938,-0.11466356689453122,Upside
XLP_2025-06-13,XLP,2025-06-13,37,0.4764456652832032,0.6423375610351563,-0.16589189575195307,Upside
XLP_2025-06-20,XLP,2025-06-20,44,0.19914537841796873,0.21061987304687502,-0.01147449462890629,Upside
XLP_2025-09-19,XLP,2025-09-19,135,0.3106351489257812,0.2507399145507812,0.059895234374999995,Downside
XLP_2025-10-17,XLP,2025-10-17,163,0.30469445312499993,0.2124102197265625,0.09228423339843744,Downside
XLP_2025-12-19,XLP,2025-12-19,226,0.3166165344238281,0.26103440795898436,0.05558212646484373,Downside
XLP_2026-01-16,XLP,2026-01-16,254,0.26801269104003905,0.16736672485351564,0.10064596618652341,Downside
XLP_2027-01-15,XLP,2027-01-15,618,0.20683573120117185,0.21746591461181639,-0.010630183410644534,Upside
XLI_2025-05-09,XLI,2025-05-09,2,0.9965838167317709,0.9147957739257813,0.08178804280598961,Downside
XLI_2025-05-16,XLI,2025-05-16,9,0.5549360913085938,0.5840699145507813,-0.029133823242187495,Upside
XLI_2025-05-30,XLI,2025-05-30,23,0.6006306213378907,0.39478144287109385,0.20584917846679684,Downside
XLI_2025-06-20,XLI,2025-06-20,44,0.3374903491210937,0.2495599133300781,0.08793043579101562,Downside
XLI_2025-09-19,XLI,2025-09-19,135,0.2909209906005859,0.2809927044677734,0.009928286132812492,Downside
XLI_2025-12-19,XLI,2025-12-19,226,0.265408550415039,0.26419803192138674,0.0012105184936522795,Downside
XLI_2026-01-16,XLI,2026-01-16,254,0.2796499444580078,0.252937158203125,0.02671278625488277,Downside
XLI_2026-03-20,XLI,2026-03-20,317,0.19445589080810546,0.30865152618408204,-0.11419563537597657,Upside
XLI_2026-06-18,XLI,2026-06-18,407,0.33237361968994145,0.3191494680786133,0.013224151611328172,Downside
XLI_2026-12-18,XLI,2026-12-18,590,0.2539238833618164,0.27233597137451165,-0.018412088012695227,Upside
XLI_2027-01-15,XLI,2027-01-15,618,0.256243196105957,0.27995511718749994,-0.023711921081542908,Upside
XLB_2025-05-09,XLB,2025-05-09,2,0.9529647696940104,0.6689486230468751,0.28401614664713537,Downside
XLB_2025-05-16,XLB,2025-05-16,9,0.7553735400390624,0.39795523925781245,0.35741830078125,Downside
XLB_2025-05-23,XLB,2025-05-23,16,0.6150754638671875,0.49227395751953135,0.12280150634765613,Downside
XLB_2025-05-30,XLB,2025-05-30,23,0.5353236572265626,0.5473678076171876,-0.012044150390625008,Upside
XLB_2025-06-20,XLB,2025-06-20,44,0.39649041015625003,0.2771068383789062,0.11938357177734382,Downside
XLB_2025-09-19,XLB,2025-09-19,135,0.315111015625,0.30440962524414067,0.010701390380859321,Downside
XLB_2025-12-19,XLB,2025-12-19,226,0.31055376953124997,0.29648530670166007,0.0140684628295899,Downside
XLB_2026-01-16,XLB,2026-01-16,254,0.3051013500976562,0.2948068566894531,0.010294493408203098,Downside
XLB_2027-01-15,XLB,2027-01-15,618,0.26035285552978515,0.3003203106689453,-0.03996745513916017,Upside
XLY_2025-05-09,XLY,2025-05-09,2,0.47363807617187503,0.40511662597656245,0.06852145019531258,Downside
XLY_2025-05-16,XLY,2025-05-16,9,0.6275672009277344,0.3358627612304687,0.2917044396972657,Downside
